id,product_nk,style_name,category,gender,material_family,unit_weight_kg,list_price,recycled_content_pct,circularity_score,take_back_eligible,valid_from,valid_to,is_current
604,202,however,SANDAL,WOMENS,Algae Foam,0.48,48.38,48.12,39,FALSE,2023-01-01,2024-01-01,FALSE
605,202,former,FORMAL,UNISEX,Cork,1.26,166.2,76.2,64,FALSE,2024-01-01,2024-12-31,FALSE
606,202,consumer,SANDAL,MENS,Organic Cotton,1.27,57.76,62.48,79,TRUE,2024-12-31,9999-12-31,TRUE
607,203,machine,SNEAKER,MENS,Algae Foam,1.55,225.91,73.59,82,TRUE,2023-01-01,2024-01-01,FALSE
608,203,while,SNEAKER,WOMENS,Recycled Rubber,1.33,103.86,64.52,82,FALSE,2024-01-01,2024-12-31,FALSE
609,203,no,SNEAKER,MENS,Algae Foam,0.46,158.75,18.94,60,FALSE,2024-12-31,9999-12-31,TRUE
610,204,guess,SNEAKER,MENS,Algae Foam,1.55,96.74,20.58,90,FALSE,2023-01-01,2024-01-01,FALSE
611,204,office,BOOT,WOMENS,Algae Foam,0.78,162.67,49.15,2,TRUE,2024-01-01,2024-12-31,FALSE
612,204,health,SNEAKER,WOMENS,Algae Foam,0.86,58.12,97.98,69,TRUE,2024-12-31,9999-12-31,TRUE
613,205,require,SNEAKER,WOMENS,Organic Cotton,0.77,124.53,16.92,78,FALSE,2023-01-01,2024-01-01,FALSE
614,205,sport,SNEAKER,MENS,Bio-EVA,0.52,68.92,89.3,33,TRUE,2024-01-01,2024-12-31,FALSE
615,205,trip,SANDAL,WOMENS,Natural Rubber,1.3,162.07,49.3,96,FALSE,2024-12-31,9999-12-31,TRUE
616,206,set,FORMAL,WOMENS,Bio-EVA,1.06,52.75,2.89,81,TRUE,2023-01-01,2024-01-01,FALSE
617,206,responsibility,FORMAL,WOMENS,Apple Leather,1.21,90.73,55.47,100,TRUE,2024-01-01,2024-12-31,FALSE
618,206,question,BOOT,MENS,Recycled Nylon,1.0,203.41,14.24,69,FALSE,2024-12-31,9999-12-31,TRUE
619,207,suggest,SANDAL,MENS,Cork,1.49,133.87,0.1,59,FALSE,2023-01-01,2024-01-01,FALSE
620,207,room,BOOT,MENS,Natural Rubber,0.47,232.58,27.33,32,FALSE,2024-01-01,2024-12-31,FALSE
621,207,everything,RUNNING,WOMENS,Recycled Rubber,1.1,146.17,4.55,94,FALSE,2024-12-31,9999-12-31,TRUE
622,208,poor,SNEAKER,WOMENS,Hemp Canvas,1.4,191.27,99.88,55,TRUE,2023-01-01,2024-01-01,FALSE
623,208,member,RUNNING,UNISEX,Recycled Nylon,1.53,172.39,97.96,90,TRUE,2024-01-01,2024-12-31,FALSE
624,208,dark,SNEAKER,KIDS,Chrome-free Leather,0.95,164.9,1.59,88,TRUE,2024-12-31,9999-12-31,TRUE
625,209,employee,FORMAL,MENS,Recycled PET,0.41,75.44,55.58,89,FALSE,2023-01-01,2024-01-01,FALSE
626,209,family,SANDAL,MENS,TENCEL Lyocell,1.18,55.28,3.09,85,TRUE,2024-01-01,2024-12-31,FALSE
627,209,open,SNEAKER,KIDS,Chrome-free Leather,1.12,120.22,83.91,89,FALSE,2024-12-31,9999-12-31,TRUE
628,210,fire,SNEAKER,MENS,Natural Rubber,0.41,195.06,75.84,87,FALSE,2023-01-01,2024-01-01,FALSE
629,210,down,RUNNING,WOMENS,Recycled Rubber,0.76,189.74,23.43,63,FALSE,2024-01-01,2024-12-31,FALSE
630,210,year,SNEAKER,MENS,Hemp Canvas,1.13,40.5,98.43,81,TRUE,2024-12-31,9999-12-31,TRUE
631,211,finish,FORMAL,MENS,Cork,1.06,177.57,56.57,87,FALSE,2023-01-01,2024-01-01,FALSE
632,211,spend,SNEAKER,MENS,Hemp Canvas,0.55,235.05,85.55,66,FALSE,2024-01-01,2024-12-31,FALSE
633,211,fight,SNEAKER,UNISEX,Recycled PET,1.56,181.32,61.45,87,FALSE,2024-12-31,9999-12-31,TRUE
634,212,sea,RUNNING,KIDS,Recycled Rubber,1.53,49.89,93.88,55,FALSE,2023-01-01,2024-01-01,FALSE
635,212,despite,RUNNING,WOMENS,Algae Foam,0.99,147.62,4.35,92,TRUE,2024-01-01,2024-12-31,FALSE
636,212,road,SNEAKER,MENS,Cork,0.41,79.87,8.18,73,FALSE,2024-12-31,9999-12-31,TRUE
637,213,sea,SLIPPER,WOMENS,Hemp Canvas,1.55,231.57,19.69,42,TRUE,2023-01-01,2024-01-01,FALSE
638,213,middle,BOOT,WOMENS,Cork,1.37,163.43,62.63,42,FALSE,2024-01-01,2024-12-31,FALSE
639,213,free,SNEAKER,MENS,Apple Leather,1.4,211.54,51.97,30,FALSE,2024-12-31,9999-12-31,TRUE
640,214,media,SANDAL,MENS,TENCEL Lyocell,1.15,160.58,8.55,7,FALSE,2023-01-01,2024-01-01,FALSE
641,214,happy,RUNNING,UNISEX,Hemp Canvas,1.34,52.02,80.24,7,TRUE,2024-01-01,2024-12-31,FALSE
642,214,opportunity,BOOT,WOMENS,Hemp Canvas,1.07,100.93,38.15,12,FALSE,2024-12-31,9999-12-31,TRUE
643,215,world,RUNNING,UNISEX,TENCEL Lyocell,1.15,134.22,46.42,54,FALSE,2023-01-01,2024-01-01,FALSE
644,215,world,BOOT,WOMENS,Apple Leather,1.34,134.36,32.82,24,TRUE,2024-01-01,2024-12-31,FALSE
645,215,stuff,SNEAKER,MENS,Recycled Rubber,1.41,228.92,12.6,65,TRUE,2024-12-31,9999-12-31,TRUE
646,216,set,RUNNING,MENS,Cork,0.69,206.38,6.05,39,FALSE,2023-01-01,2024-01-01,FALSE
647,216,eye,RUNNING,MENS,Chrome-free Leather,1.1,152.64,14.56,60,TRUE,2024-01-01,2024-12-31,FALSE
648,216,field,RUNNING,MENS,Recycled PET,1.1,181.44,5.73,64,FALSE,2024-12-31,9999-12-31,TRUE
649,217,campaign,BOOT,WOMENS,Chrome-free Leather,1.57,173.52,20.13,8,TRUE,2023-01-01,2024-01-01,FALSE
650,217,painting,BOOT,MENS,Apple Leather,1.12,108.54,57.84,42,FALSE,2024-01-01,2024-12-31,FALSE
651,217,require,RUNNING,WOMENS,Cork,1.35,47.86,21.94,0,FALSE,2024-12-31,9999-12-31,TRUE
652,218,of,BOOT,MENS,Natural Rubber,0.98,200.35,81.47,94,TRUE,2023-01-01,2024-01-01,FALSE
653,218,hundred,RUNNING,UNISEX,Recycled PET,0.41,114.16,55.47,18,TRUE,2024-01-01,2024-12-31,FALSE
654,218,war,SNEAKER,MENS,TENCEL Lyocell,0.45,45.23,19.78,22,TRUE,2024-12-31,9999-12-31,TRUE
655,219,indicate,SNEAKER,WOMENS,Recycled Nylon,0.7,80.16,17.61,33,FALSE,2023-01-01,2024-01-01,FALSE
656,219,tell,SNEAKER,MENS,Chrome-free Leather,1.34,62.3,93.61,39,TRUE,2024-01-01,2024-12-31,FALSE
657,219,hair,RUNNING,MENS,Natural Rubber,1.03,206.79,62.32,55,FALSE,2024-12-31,9999-12-31,TRUE
658,220,spring,SNEAKER,WOMENS,Apple Leather,1.35,79.25,37.82,47,TRUE,2023-01-01,2024-01-01,FALSE
659,220,summer,RUNNING,MENS,Apple Leather,1.32,162.34,85.44,37,FALSE,2024-01-01,2024-12-31,FALSE
660,220,child,RUNNING,WOMENS,TENCEL Lyocell,1.45,217.82,96.84,62,TRUE,2024-12-31,9999-12-31,TRUE
661,221,fill,SNEAKER,MENS,Recycled Rubber,0.48,145.81,75.13,82,FALSE,2023-01-01,2024-01-01,FALSE
662,221,and,RUNNING,MENS,Natural Rubber,1.25,149.35,48.33,63,TRUE,2024-01-01,2024-12-31,FALSE
663,221,field,BOOT,MENS,TENCEL Lyocell,1.18,82.51,89.49,57,FALSE,2024-12-31,9999-12-31,TRUE
664,222,send,RUNNING,WOMENS,Recycled Nylon,1.09,235.45,37.41,70,TRUE,2023-01-01,2024-01-01,FALSE
665,222,bar,SANDAL,WOMENS,Algae Foam,0.68,47.64,51.23,43,TRUE,2024-01-01,2024-12-31,FALSE
666,222,half,RUNNING,MENS,TENCEL Lyocell,0.78,119.3,17.96,29,TRUE,2024-12-31,9999-12-31,TRUE
667,223,window,SNEAKER,UNISEX,Bio-EVA,1.0,153.8,7.82,35,FALSE,2023-01-01,2024-01-01,FALSE
668,223,letter,SNEAKER,WOMENS,Recycled PET,0.64,80.3,32.92,38,FALSE,2024-01-01,2024-12-31,FALSE
669,223,reality,SANDAL,UNISEX,Natural Rubber,1.12,67.95,85.5,91,FALSE,2024-12-31,9999-12-31,TRUE
670,224,establish,FORMAL,WOMENS,Bio-EVA,1.39,203.46,40.38,51,FALSE,2023-01-01,2024-01-01,FALSE
671,224,small,SANDAL,WOMENS,Recycled Rubber,1.59,238.81,86.55,29,TRUE,2024-01-01,2024-12-31,FALSE
672,224,measure,SANDAL,MENS,Algae Foam,1.34,198.1,72.25,59,TRUE,2024-12-31,9999-12-31,TRUE
673,225,difficult,SNEAKER,UNISEX,Cork,1.53,126.71,43.87,71,TRUE,2023-01-01,2024-01-01,FALSE
674,225,defense,SNEAKER,UNISEX,Bio-EVA,1.29,143.96,65.88,45,TRUE,2024-01-01,2024-12-31,FALSE
675,225,their,RUNNING,MENS,Chrome-free Leather,1.33,151.9,32.61,2,FALSE,2024-12-31,9999-12-31,TRUE
676,226,nothing,SNEAKER,WOMENS,Apple Leather,1.59,158.32,79.91,77,FALSE,2023-01-01,2024-01-01,FALSE
677,226,experience,RUNNING,MENS,Apple Leather,0.48,120.15,47.48,42,FALSE,2024-01-01,2024-12-31,FALSE
678,226,worker,RUNNING,UNISEX,Organic Cotton,0.53,155.11,3.21,88,FALSE,2024-12-31,9999-12-31,TRUE
679,227,or,SNEAKER,WOMENS,Recycled Nylon,0.86,82.24,29.11,67,TRUE,2023-01-01,2024-01-01,FALSE
680,227,safe,SNEAKER,MENS,Natural Rubber,1.43,125.28,15.7,14,TRUE,2024-01-01,2024-12-31,FALSE
681,227,expert,RUNNING,UNISEX,Chrome-free Leather,1.48,82.36,87.04,39,TRUE,2024-12-31,9999-12-31,TRUE
682,228,certain,SANDAL,MENS,Recycled Rubber,1.53,162.37,50.25,87,TRUE,2023-01-01,2024-01-01,FALSE
683,228,boy,SNEAKER,KIDS,Cork,1.39,166.02,24.68,42,FALSE,2024-01-01,2024-12-31,FALSE
684,228,power,FORMAL,MENS,Algae Foam,1.28,99.46,88.1,58,TRUE,2024-12-31,9999-12-31,TRUE
685,229,sit,SANDAL,UNISEX,Chrome-free Leather,1.39,217.47,41.51,22,FALSE,2023-01-01,2024-01-01,FALSE
686,229,peace,SANDAL,MENS,Recycled Nylon,0.62,158.41,39.36,5,TRUE,2024-01-01,2024-12-31,FALSE
687,229,education,FORMAL,WOMENS,Recycled Rubber,0.75,231.42,69.8,92,FALSE,2024-12-31,9999-12-31,TRUE
688,230,eight,FORMAL,MENS,TENCEL Lyocell,0.55,116.43,75.54,64,FALSE,2023-01-01,2024-01-01,FALSE
689,230,apply,RUNNING,MENS,Bio-EVA,1.01,136.06,7.32,88,FALSE,2024-01-01,2024-12-31,FALSE
690,230,relationship,RUNNING,WOMENS,Chrome-free Leather,0.63,46.93,25.06,90,FALSE,2024-12-31,9999-12-31,TRUE
691,231,west,RUNNING,UNISEX,Cork,0.48,154.17,24.23,56,TRUE,2023-01-01,2024-01-01,FALSE
692,231,nice,SANDAL,UNISEX,Natural Rubber,0.42,60.11,29.41,68,FALSE,2024-01-01,2024-12-31,FALSE
693,231,draw,SNEAKER,MENS,Recycled PET,0.73,131.54,17.79,91,TRUE,2024-12-31,9999-12-31,TRUE
694,232,pull,BOOT,WOMENS,Hemp Canvas,1.4,209.42,64.1,91,FALSE,2023-01-01,2024-01-01,FALSE
695,232,early,SNEAKER,MENS,Cork,1.12,49.22,37.74,25,FALSE,2024-01-01,2024-12-31,FALSE
696,232,area,RUNNING,WOMENS,Organic Cotton,0.91,246.75,33.71,24,FALSE,2024-12-31,9999-12-31,TRUE
697,233,black,SNEAKER,KIDS,Organic Cotton,1.4,178.46,72.4,5,TRUE,2023-01-01,2024-01-01,FALSE
698,233,job,SNEAKER,WOMENS,Algae Foam,0.63,82.5,54.17,54,TRUE,2024-01-01,2024-12-31,FALSE
699,233,give,SNEAKER,WOMENS,Natural Rubber,0.88,105.41,38.92,58,TRUE,2024-12-31,9999-12-31,TRUE
700,234,series,BOOT,WOMENS,Recycled Rubber,0.45,224.95,41.11,98,FALSE,2023-01-01,2024-01-01,FALSE
701,234,marriage,SLIPPER,WOMENS,Algae Foam,1.59,217.6,17.15,12,FALSE,2024-01-01,2024-12-31,FALSE
702,234,black,SLIPPER,MENS,Hemp Canvas,1.57,184.68,33.2,81,FALSE,2024-12-31,9999-12-31,TRUE
703,235,responsibility,BOOT,KIDS,Recycled Rubber,0.48,42.71,91.21,57,TRUE,2023-01-01,2024-01-01,FALSE
704,235,spend,BOOT,WOMENS,Recycled Rubber,1.59,87.85,61.63,15,TRUE,2024-01-01,2024-12-31,FALSE
705,235,certain,SANDAL,UNISEX,Recycled Rubber,0.47,117.65,29.66,19,TRUE,2024-12-31,9999-12-31,TRUE
706,236,accept,BOOT,WOMENS,Hemp Canvas,1.59,132.18,87.73,17,TRUE,2023-01-01,2024-01-01,FALSE
707,236,oil,BOOT,UNISEX,Algae Foam,1.57,175.09,28.85,3,TRUE,2024-01-01,2024-12-31,FALSE
708,236,woman,SANDAL,WOMENS,Natural Rubber,0.46,231.71,98.84,87,FALSE,2024-12-31,9999-12-31,TRUE
709,237,coach,SNEAKER,UNISEX,Algae Foam,0.62,171.25,6.46,62,TRUE,2023-01-01,2024-01-01,FALSE
710,237,investment,SNEAKER,MENS,Organic Cotton,0.65,58.27,59.26,26,TRUE,2024-01-01,2024-12-31,FALSE
711,237,read,SNEAKER,MENS,Bio-EVA,1.27,90.43,17.64,31,TRUE,2024-12-31,9999-12-31,TRUE
712,238,worry,BOOT,KIDS,Natural Rubber,1.43,140.05,95.1,46,TRUE,2023-01-01,2024-01-01,FALSE
713,238,up,SNEAKER,MENS,Algae Foam,1.28,198.67,81.96,61,TRUE,2024-01-01,2024-12-31,FALSE
714,238,unit,RUNNING,UNISEX,TENCEL Lyocell,1.51,163.99,15.28,93,TRUE,2024-12-31,9999-12-31,TRUE
715,239,maybe,RUNNING,WOMENS,Bio-EVA,1.07,139.98,33.32,91,TRUE,2023-01-01,2024-01-01,FALSE
716,239,me,SNEAKER,WOMENS,Recycled PET,1.0,191.32,49.15,53,FALSE,2024-01-01,2024-12-31,FALSE
717,239,rather,SLIPPER,MENS,Cork,1.17,162.54,40.88,4,FALSE,2024-12-31,9999-12-31,TRUE
718,240,decision,SNEAKER,KIDS,Organic Cotton,1.32,239.99,77.13,96,FALSE,2023-01-01,2024-01-01,FALSE
719,240,something,RUNNING,MENS,Hemp Canvas,1.24,175.69,92.65,94,TRUE,2024-01-01,2024-12-31,FALSE
720,240,field,RUNNING,KIDS,Chrome-free Leather,1.25,44.93,66.57,18,TRUE,2024-12-31,9999-12-31,TRUE
721,241,full,RUNNING,MENS,Bio-EVA,1.12,238.87,84.15,1,TRUE,2023-01-01,2024-01-01,FALSE
722,241,feeling,SNEAKER,MENS,Chrome-free Leather,1.25,243.57,8.03,24,FALSE,2024-01-01,2024-12-31,FALSE
723,241,race,SNEAKER,MENS,Hemp Canvas,1.0,150.97,88.67,75,TRUE,2024-12-31,9999-12-31,TRUE
724,242,artist,RUNNING,UNISEX,Hemp Canvas,0.51,172.6,77.67,44,FALSE,2023-01-01,2024-01-01,FALSE
725,242,whatever,SNEAKER,WOMENS,Hemp Canvas,1.24,40.35,16.84,62,TRUE,2024-01-01,2024-12-31,FALSE
726,242,specific,SNEAKER,MENS,Algae Foam,1.19,192.94,17.06,47,TRUE,2024-12-31,9999-12-31,TRUE
727,243,behind,SNEAKER,MENS,Algae Foam,0.53,158.09,21.26,25,TRUE,2023-01-01,2024-01-01,FALSE
728,243,reach,SNEAKER,UNISEX,Bio-EVA,1.48,124.85,62.68,79,TRUE,2024-01-01,2024-12-31,FALSE
729,243,painting,BOOT,WOMENS,Organic Cotton,0.55,52.5,2.97,30,TRUE,2024-12-31,9999-12-31,TRUE
730,244,each,BOOT,WOMENS,Recycled PET,1.3,40.52,58.24,5,TRUE,2023-01-01,2024-01-01,FALSE
731,244,nor,RUNNING,WOMENS,Recycled Rubber,1.58,198.89,93.21,60,FALSE,2024-01-01,2024-12-31,FALSE
732,244,single,BOOT,WOMENS,Hemp Canvas,0.81,105.2,23.96,46,FALSE,2024-12-31,9999-12-31,TRUE
733,245,several,RUNNING,WOMENS,Chrome-free Leather,0.8,60.04,45.69,89,TRUE,2023-01-01,2024-01-01,FALSE
734,245,to,SANDAL,KIDS,Recycled PET,0.55,150.43,95.11,96,FALSE,2024-01-01,2024-12-31,FALSE
735,245,write,RUNNING,MENS,Recycled Rubber,0.97,125.76,18.79,81,FALSE,2024-12-31,9999-12-31,TRUE
736,246,always,SANDAL,WOMENS,Chrome-free Leather,0.45,208.59,32.55,56,TRUE,2023-01-01,2024-01-01,FALSE
737,246,white,RUNNING,UNISEX,TENCEL Lyocell,0.82,236.21,94.15,60,FALSE,2024-01-01,2024-12-31,FALSE
738,246,will,FORMAL,UNISEX,Hemp Canvas,0.75,79.97,14.32,66,FALSE,2024-12-31,9999-12-31,TRUE
739,247,continue,SANDAL,MENS,Recycled PET,1.0,57.29,83.24,70,FALSE,2023-01-01,2024-01-01,FALSE
740,247,key,RUNNING,UNISEX,Apple Leather,0.98,152.54,24.34,21,FALSE,2024-01-01,2024-12-31,FALSE
741,247,us,BOOT,WOMENS,Cork,1.26,72.65,92.9,49,FALSE,2024-12-31,9999-12-31,TRUE
742,248,third,SNEAKER,WOMENS,Cork,1.48,64.85,13.58,68,FALSE,2023-01-01,2024-01-01,FALSE
743,248,control,RUNNING,UNISEX,Bio-EVA,0.67,159.95,92.38,8,FALSE,2024-01-01,2024-12-31,FALSE
744,248,world,RUNNING,MENS,Hemp Canvas,0.86,173.84,56.19,55,FALSE,2024-12-31,9999-12-31,TRUE
745,249,wide,SNEAKER,WOMENS,Organic Cotton,0.51,194.52,93.72,95,FALSE,2023-01-01,2024-01-01,FALSE
746,249,although,BOOT,WOMENS,Bio-EVA,0.86,193.75,31.08,75,FALSE,2024-01-01,2024-12-31,FALSE
747,249,think,SANDAL,KIDS,Bio-EVA,0.84,181.65,79.66,66,FALSE,2024-12-31,9999-12-31,TRUE
748,250,industry,BOOT,WOMENS,Recycled PET,1.42,105.34,81.61,37,FALSE,2023-01-01,2024-01-01,FALSE
749,250,store,RUNNING,MENS,Recycled Rubber,0.58,178.72,80.13,89,TRUE,2024-01-01,2024-12-31,FALSE
750,250,mission,RUNNING,MENS,Hemp Canvas,0.73,217.01,57.4,80,FALSE,2024-12-31,9999-12-31,TRUE
751,251,cultural,RUNNING,MENS,Chrome-free Leather,1.58,108.96,82.79,26,FALSE,2023-01-01,2024-01-01,FALSE
752,251,write,FORMAL,WOMENS,Hemp Canvas,1.51,201.97,85.68,93,TRUE,2024-01-01,2024-12-31,FALSE
753,251,smile,SLIPPER,MENS,Recycled Nylon,1.59,154.07,33.74,86,TRUE,2024-12-31,9999-12-31,TRUE
754,252,turn,RUNNING,MENS,Recycled PET,1.27,98.3,92.31,89,FALSE,2023-01-01,2024-01-01,FALSE
755,252,with,RUNNING,WOMENS,TENCEL Lyocell,1.1,208.07,84.98,90,TRUE,2024-01-01,2024-12-31,FALSE
756,252,figure,BOOT,MENS,Cork,0.98,227.42,20.98,95,TRUE,2024-12-31,9999-12-31,TRUE
757,253,under,BOOT,WOMENS,Recycled Nylon,0.52,203.95,85.84,48,FALSE,2023-01-01,2024-01-01,FALSE
758,253,always,RUNNING,UNISEX,Apple Leather,0.52,243.57,17.96,6,TRUE,2024-01-01,2024-12-31,FALSE
759,253,act,RUNNING,WOMENS,Cork,0.58,190.74,24.5,15,TRUE,2024-12-31,9999-12-31,TRUE
760,254,fire,RUNNING,MENS,Apple Leather,1.18,117.83,69.18,85,FALSE,2023-01-01,2024-01-01,FALSE
761,254,out,SANDAL,UNISEX,Recycled Rubber,0.73,176.17,36.73,15,TRUE,2024-01-01,2024-12-31,FALSE
762,254,player,SNEAKER,MENS,Recycled Nylon,0.67,162.24,98.73,61,TRUE,2024-12-31,9999-12-31,TRUE
763,255,both,SANDAL,UNISEX,Natural Rubber,0.98,174.37,43.37,73,TRUE,2023-01-01,2024-01-01,FALSE
764,255,without,RUNNING,MENS,Recycled Nylon,1.05,124.12,70.07,50,FALSE,2024-01-01,2024-12-31,FALSE
765,255,government,RUNNING,UNISEX,Cork,1.02,161.79,71.37,83,TRUE,2024-12-31,9999-12-31,TRUE
766,256,feel,SANDAL,KIDS,Recycled Nylon,0.62,164.81,17.99,71,TRUE,2023-01-01,2024-01-01,FALSE
767,256,look,RUNNING,WOMENS,Algae Foam,1.18,57.44,25.68,96,TRUE,2024-01-01,2024-12-31,FALSE
768,256,put,SLIPPER,MENS,Chrome-free Leather,1.05,127.84,94.52,0,TRUE,2024-12-31,9999-12-31,TRUE
769,257,of,SNEAKER,KIDS,Recycled Nylon,0.75,151.16,13.99,62,FALSE,2023-01-01,2024-01-01,FALSE
770,257,need,RUNNING,KIDS,Chrome-free Leather,1.05,83.07,9.9,5,TRUE,2024-01-01,2024-12-31,FALSE
771,257,minute,SNEAKER,WOMENS,TENCEL Lyocell,1.55,165.45,21.6,45,TRUE,2024-12-31,9999-12-31,TRUE
772,258,visit,SANDAL,MENS,Algae Foam,0.71,175.45,16.33,58,TRUE,2023-01-01,2024-01-01,FALSE
773,258,wrong,SNEAKER,MENS,Hemp Canvas,1.04,53.82,73.27,81,FALSE,2024-01-01,2024-12-31,FALSE
774,258,center,SNEAKER,MENS,Recycled Rubber,1.38,166.04,41.97,19,TRUE,2024-12-31,9999-12-31,TRUE
775,259,today,SANDAL,MENS,Apple Leather,0.7,95.73,53.15,87,FALSE,2023-01-01,2024-01-01,FALSE
776,259,mother,SNEAKER,MENS,Chrome-free Leather,0.8,96.38,86.89,28,TRUE,2024-01-01,2024-12-31,FALSE
777,259,management,SNEAKER,KIDS,Natural Rubber,1.54,203.37,12.35,67,FALSE,2024-12-31,9999-12-31,TRUE
778,260,explain,RUNNING,UNISEX,Cork,1.03,186.1,86.54,70,TRUE,2023-01-01,2024-01-01,FALSE
779,260,data,SNEAKER,WOMENS,Bio-EVA,1.3,76.94,80.61,86,FALSE,2024-01-01,2024-12-31,FALSE
780,260,table,RUNNING,MENS,Recycled Nylon,0.97,65.79,0.95,65,FALSE,2024-12-31,9999-12-31,TRUE
781,261,budget,BOOT,WOMENS,Algae Foam,0.72,231.87,63.92,47,FALSE,2023-01-01,2024-01-01,FALSE
782,261,give,SNEAKER,MENS,Hemp Canvas,0.62,246.11,79.85,64,TRUE,2024-01-01,2024-12-31,FALSE
783,261,commercial,SLIPPER,MENS,Hemp Canvas,1.51,87.04,63.56,11,FALSE,2024-12-31,9999-12-31,TRUE
784,262,side,RUNNING,WOMENS,Organic Cotton,0.5,192.29,94.49,21,FALSE,2023-01-01,2024-01-01,FALSE
785,262,low,SNEAKER,WOMENS,Apple Leather,1.37,41.25,94.84,86,FALSE,2024-01-01,2024-12-31,FALSE
786,262,raise,SANDAL,MENS,Algae Foam,1.6,225.5,69.79,51,TRUE,2024-12-31,9999-12-31,TRUE
787,263,even,SNEAKER,UNISEX,Recycled PET,0.91,151.21,34.51,94,FALSE,2023-01-01,2024-01-01,FALSE
788,263,serious,FORMAL,KIDS,Apple Leather,1.22,47.89,44.87,21,FALSE,2024-01-01,2024-12-31,FALSE
789,263,cultural,FORMAL,MENS,Natural Rubber,0.49,215.28,51.37,6,TRUE,2024-12-31,9999-12-31,TRUE
790,264,address,RUNNING,MENS,Organic Cotton,1.5,91.45,53.91,98,FALSE,2023-01-01,2024-01-01,FALSE
791,264,since,SNEAKER,MENS,Bio-EVA,0.4,171.55,39.36,39,FALSE,2024-01-01,2024-12-31,FALSE
792,264,green,SLIPPER,MENS,Recycled Nylon,1.52,226.42,84.84,7,TRUE,2024-12-31,9999-12-31,TRUE
793,265,street,BOOT,WOMENS,Chrome-free Leather,0.41,225.94,18.62,45,TRUE,2023-01-01,2024-01-01,FALSE
794,265,find,RUNNING,WOMENS,Algae Foam,1.48,125.25,91.31,0,TRUE,2024-01-01,2024-12-31,FALSE
795,265,out,BOOT,WOMENS,Chrome-free Leather,0.76,128.95,18.22,34,TRUE,2024-12-31,9999-12-31,TRUE
796,266,represent,RUNNING,UNISEX,Organic Cotton,0.82,130.13,35.92,90,TRUE,2023-01-01,2024-01-01,FALSE
797,266,sometimes,SNEAKER,WOMENS,Chrome-free Leather,1.29,228.21,16.03,25,FALSE,2024-01-01,2024-12-31,FALSE
798,266,data,SLIPPER,KIDS,Organic Cotton,0.99,143.07,68.17,16,TRUE,2024-12-31,9999-12-31,TRUE
799,267,continue,SANDAL,UNISEX,Algae Foam,1.51,216.04,38.88,14,FALSE,2023-01-01,2024-01-01,FALSE
800,267,popular,SANDAL,WOMENS,Chrome-free Leather,0.42,182.73,5.2,43,TRUE,2024-01-01,2024-12-31,FALSE
801,267,total,BOOT,WOMENS,Cork,0.74,56.35,42.9,79,TRUE,2024-12-31,9999-12-31,TRUE
802,268,purpose,RUNNING,WOMENS,TENCEL Lyocell,1.44,247.79,24.74,54,TRUE,2023-01-01,2024-01-01,FALSE
803,268,watch,SANDAL,UNISEX,Hemp Canvas,1.0,77.05,99.26,75,FALSE,2024-01-01,2024-12-31,FALSE
804,268,into,SNEAKER,WOMENS,Chrome-free Leather,0.73,79.36,14.62,2,FALSE,2024-12-31,9999-12-31,TRUE
805,269,the,SNEAKER,WOMENS,Chrome-free Leather,0.77,172.0,23.14,43,TRUE,2023-01-01,2024-01-01,FALSE
806,269,late,SNEAKER,MENS,Recycled PET,0.53,115.35,94.3,91,TRUE,2024-01-01,2024-12-31,FALSE
807,269,myself,RUNNING,WOMENS,Recycled PET,0.46,195.4,21.2,60,TRUE,2024-12-31,9999-12-31,TRUE
808,270,generation,BOOT,MENS,Bio-EVA,0.99,109.2,11.15,85,TRUE,2023-01-01,2024-01-01,FALSE
809,270,before,BOOT,UNISEX,Bio-EVA,1.29,114.89,77.88,67,FALSE,2024-01-01,2024-12-31,FALSE
810,270,institution,SNEAKER,WOMENS,Recycled Rubber,0.5,61.34,62.96,77,TRUE,2024-12-31,9999-12-31,TRUE
811,271,relationship,BOOT,KIDS,Recycled Rubber,0.63,186.98,92.55,9,FALSE,2023-01-01,2024-01-01,FALSE
812,271,beyond,BOOT,WOMENS,Cork,1.31,151.05,15.37,16,TRUE,2024-01-01,2024-12-31,FALSE
813,271,crime,BOOT,WOMENS,Recycled Nylon,1.42,229.43,97.51,46,TRUE,2024-12-31,9999-12-31,TRUE
814,272,challenge,SANDAL,KIDS,Recycled PET,0.9,234.58,50.39,2,TRUE,2023-01-01,2024-01-01,FALSE
815,272,me,SNEAKER,KIDS,Bio-EVA,1.55,51.77,97.25,24,FALSE,2024-01-01,2024-12-31,FALSE
816,272,game,RUNNING,MENS,Recycled Nylon,1.57,73.76,75.07,49,FALSE,2024-12-31,9999-12-31,TRUE
817,273,would,RUNNING,MENS,Natural Rubber,0.4,159.1,59.21,1,FALSE,2023-01-01,2024-01-01,FALSE
818,273,energy,SANDAL,MENS,Hemp Canvas,1.03,102.72,22.03,90,TRUE,2024-01-01,2024-12-31,FALSE
819,273,according,SNEAKER,WOMENS,Algae Foam,0.75,173.32,94.2,35,FALSE,2024-12-31,9999-12-31,TRUE
820,274,every,SNEAKER,UNISEX,Recycled Rubber,0.7,211.92,53.46,0,FALSE,2023-01-01,2024-01-01,FALSE
