order_line_id,dim_date_id,dim_customer_id,dim_product_id,dim_supplier_id,dim_factory_id,dim_ship_mode_id,order_ts,channel,quantity,unit_price,discount,line_revenue,embodied_co2e_kg_per_unit,transport_co2e_kg_per_unit,packaging_waste_kg_per_unit,manufacturing_waste_kg_per_unit,line_co2e_kg,line_waste_kg,co2e_per_revenue_dollar,offset_purchased,return_flag
8807,328,1544,2217,375,34,1,2025-11-24 12:27:52,APP,1,220.51,0.28,158.77,16.0118,13.986,0.03,0.06,29.998,0.09,0.1889,FALSE,NONE
8808,389,3325,1533,384,34,6,2026-01-24 12:44:34,RETAIL,4,58.12,0.02,227.83,2.5087,0.0,0.23,0.57,10.035,3.2,0.044,TRUE,NONE
8809,20,3806,2352,450,29,4,2025-01-20 00:33:03,RETAIL,1,157.74,0.2,126.19,4.2684,0.1714,0.07,0.31,4.44,0.38,0.0352,TRUE,RETURNED
8810,546,2778,2316,171,35,2,2026-06-30 10:00:16,RETAIL,1,111.17,0.1,100.05,22.281,0.0936,0.02,0.35,22.375,0.37,0.2236,FALSE,NONE
8811,535,2490,975,270,30,1,2026-06-19 01:15:17,MARKETPLACE,3,61.67,0.24,140.61,12.937,10.71,0.24,0.57,70.941,2.43,0.5045,FALSE,EXCHANGED
8812,426,820,765,231,19,2,2026-03-02 01:18:04,APP,1,181.11,0.28,130.4,4.2413,0.1469,0.18,0.56,4.388,0.74,0.0337,FALSE,NONE
8813,209,2916,1461,48,28,4,2025-07-28 13:51:25,MARKETPLACE,3,185.01,0.07,516.18,17.3116,0.2755,0.2,0.2,52.761,1.2,0.1022,FALSE,NONE
8814,330,3144,573,303,23,4,2025-11-26 14:24:33,WEB,4,99.55,0.14,342.45,9.5192,0.3965,0.02,0.56,39.663,2.32,0.1158,TRUE,RETURNED
8815,466,2495,1473,192,32,2,2026-04-11 20:56:11,WEB,3,192.12,0.14,495.67,5.4518,0.0878,0.12,0.26,16.619,1.14,0.0335,TRUE,RETURNED
8816,11,146,981,111,38,6,2025-01-11 07:14:06,WEB,3,167.73,0.32,342.17,4.8184,0.0,0.11,0.21,14.455,0.96,0.0422,FALSE,NONE
8817,2,966,333,87,31,4,2025-01-02 02:46:17,APP,1,213.31,0.15,181.31,1.7614,0.5309,0.21,0.28,2.292,0.49,0.0126,FALSE,NONE
8818,81,3311,1176,126,19,1,2025-03-22 17:36:39,WEB,1,90.12,0.22,70.29,3.6091,6.048,0.16,0.58,9.657,0.74,0.1374,FALSE,NONE
8819,264,706,2352,252,11,6,2025-09-21 16:00:06,WEB,4,66.48,0.16,223.37,6.3001,0.0,0.06,0.39,25.2,1.8,0.1128,FALSE,NONE
8820,540,4696,1962,294,20,5,2026-06-24 11:34:10,WEB,4,220.8,0.08,812.54,17.7947,0.0017,0.24,0.07,71.186,1.24,0.0876,FALSE,NONE
8821,508,1777,831,399,40,6,2026-05-23 10:36:52,RETAIL,1,78.45,0.02,76.88,29.0958,0.0,0.11,0.3,29.096,0.41,0.3785,FALSE,NONE
8822,437,4925,2319,333,15,1,2026-03-13 14:47:13,WEB,3,44.06,0.35,85.92,5.5122,7.812,0.02,0.18,39.973,0.6,0.4652,TRUE,NONE
8823,87,3700,2160,75,22,1,2025-03-28 09:16:59,MARKETPLACE,2,56.16,0.35,73.01,4.8778,13.104,0.09,0.6,35.964,1.38,0.4926,TRUE,NONE
8824,100,884,1461,117,40,2,2025-04-10 04:45:20,WEB,4,67.22,0.13,233.93,4.0542,0.1181,0.21,0.21,16.689,1.68,0.0713,FALSE,EXCHANGED
8825,164,2778,1779,6,9,5,2025-06-13 22:30:58,RETAIL,3,176.06,0.33,353.88,13.4344,0.0016,0.19,0.24,40.308,1.29,0.1139,FALSE,EXCHANGED
8826,296,3908,207,123,11,6,2025-10-23 07:04:22,APP,1,170.21,0.02,166.81,2.9579,0.0,0.23,0.08,2.958,0.31,0.0177,FALSE,NONE
8827,119,3652,1530,426,6,4,2025-04-29 07:55:17,WEB,2,230.72,0.04,442.98,10.9258,0.1848,0.19,0.53,22.221,1.44,0.0502,TRUE,RETURNED
8828,213,1700,1809,330,6,5,2025-08-01 04:47:22,WEB,1,51.43,0.06,48.34,8.0422,0.0019,0.16,0.19,8.044,0.35,0.1664,TRUE,RETURNED
8829,547,3430,1227,120,35,1,2026-07-01 14:16:04,WEB,3,77.44,0.1,209.09,24.9413,13.86,0.05,0.22,116.404,0.81,0.5567,FALSE,NONE
8830,146,3556,1752,135,8,3,2025-05-26 10:16:16,MARKETPLACE,4,247.42,0.21,781.85,6.4361,1.8612,0.02,0.35,33.189,1.48,0.0424,TRUE,NONE
8831,228,2680,1185,144,4,5,2025-08-16 21:19:13,APP,3,167.96,0.31,347.68,3.5966,0.0021,0.15,0.58,10.796,2.19,0.0311,FALSE,NONE
8832,483,2964,1179,51,1,1,2026-04-28 02:16:27,RETAIL,3,173.34,0.07,483.62,11.4045,18.396,0.02,0.25,89.402,0.81,0.1849,TRUE,NONE
8833,502,2879,987,171,28,5,2026-05-17 09:23:42,APP,2,107.26,0.08,197.36,12.2256,0.0015,0.02,0.13,24.454,0.3,0.1239,FALSE,NONE
8834,531,3658,2103,399,8,3,2026-06-15 22:36:52,WEB,4,225.32,0.24,684.97,6.1622,1.5312,0.24,0.52,30.774,3.04,0.0449,FALSE,NONE
8835,222,2236,876,183,35,4,2025-08-10 17:02:50,WEB,4,162.93,0.1,586.55,3.6128,0.4872,0.06,0.43,16.4,1.96,0.028,FALSE,NONE
8836,376,3679,1203,264,10,5,2026-01-11 13:01:32,APP,2,174.96,0.23,269.44,13.3711,0.001,0.19,0.49,26.744,1.36,0.0993,FALSE,NONE
8837,527,2881,42,123,1,5,2026-06-11 21:59:37,WEB,2,99.15,0.29,140.79,10.9192,0.0013,0.19,0.08,21.841,0.54,0.1551,TRUE,RETURNED
8838,29,4438,1011,144,28,2,2025-01-29 20:54:43,WEB,1,185.13,0.03,179.58,17.5981,0.1915,0.15,0.4,17.79,0.55,0.0991,FALSE,EXCHANGED
8839,4,4516,735,306,23,1,2025-01-04 15:01:57,WEB,1,79.49,0.17,65.98,12.9996,12.222,0.16,0.12,25.222,0.28,0.3823,TRUE,NONE
8840,106,707,279,372,3,2,2025-04-16 04:24:21,RETAIL,1,202.98,0.15,172.53,7.8605,0.1613,0.06,0.16,8.022,0.22,0.0465,TRUE,NONE
8841,268,2947,306,234,5,4,2025-09-25 22:24:13,RETAIL,2,49.09,0.15,83.45,4.3564,0.2587,0.16,0.23,9.23,0.78,0.1106,TRUE,NONE
8842,91,3199,138,129,11,6,2025-04-01 04:03:34,APP,4,172.41,0.19,558.61,9.4907,0.0,0.06,0.51,37.963,2.28,0.068,FALSE,NONE
8843,445,1746,1458,282,8,6,2026-03-21 09:41:50,WEB,2,211.29,0.22,329.61,5.7607,0.0,0.09,0.51,11.521,1.2,0.035,FALSE,NONE
8844,538,2592,1902,354,34,5,2026-06-22 23:21:23,APP,3,160.27,0.07,447.15,3.3432,0.001,0.08,0.14,10.033,0.66,0.0224,FALSE,EXCHANGED
8845,31,722,582,333,14,4,2025-01-31 21:40:14,WEB,2,227.64,0.19,368.78,6.2815,0.2318,0.15,0.31,13.027,0.92,0.0353,FALSE,NONE
8846,306,2090,1515,171,26,6,2025-11-02 08:46:53,APP,3,157.98,0.2,379.15,7.6054,0.0,0.06,0.42,22.816,1.44,0.0602,FALSE,RETURNED
8847,506,2780,2091,267,4,4,2026-05-21 13:13:06,WEB,2,56.09,0.22,87.5,10.1341,0.4906,0.06,0.55,21.249,1.22,0.2428,FALSE,NONE
8848,349,509,1335,285,25,2,2025-12-15 08:08:01,APP,3,166.77,0.24,380.24,3.3576,0.0922,0.19,0.6,10.349,2.37,0.0272,TRUE,NONE
8849,108,3744,1137,81,22,3,2025-04-18 22:46:58,RETAIL,4,209.62,0.06,788.17,7.6117,1.2144,0.1,0.13,35.304,0.92,0.0448,TRUE,NONE
8850,240,512,828,192,36,4,2025-08-28 10:28:49,MARKETPLACE,1,111.6,0.35,72.54,8.1196,0.1747,0.07,0.09,8.294,0.16,0.1143,FALSE,EXCHANGED
8851,540,3630,1851,30,9,4,2026-06-24 08:45:49,APP,1,134.51,0.2,107.61,1.6547,0.4805,0.11,0.45,2.135,0.56,0.0198,TRUE,NONE
8852,210,4119,726,270,6,2,2025-07-29 04:23:50,WHOLESALE,1,145.05,0.14,124.74,1.8468,0.1714,0.06,0.25,2.018,0.31,0.0162,FALSE,RETURNED
8853,331,1054,315,384,37,1,2025-11-27 02:00:37,WEB,2,143.26,0.18,234.95,11.4827,8.82,0.11,0.24,40.605,0.7,0.1728,TRUE,RETURNED
8854,40,3883,354,225,18,6,2025-02-09 07:34:32,WEB,1,68.52,0.18,56.19,1.3241,0.0,0.09,0.24,1.324,0.33,0.0236,TRUE,RETURNED
8855,483,2902,30,384,36,4,2026-04-28 17:28:38,APP,1,59.28,0.27,43.27,5.2855,0.4166,0.21,0.2,5.702,0.41,0.1318,FALSE,NONE
8856,280,1984,927,117,31,2,2025-10-07 06:18:12,WEB,1,70.05,0.31,48.33,8.296,0.1181,0.2,0.4,8.414,0.6,0.1741,FALSE,RETURNED
8857,368,2919,1095,381,35,4,2026-01-03 10:04:06,RETAIL,2,192.01,0.01,380.18,6.797,0.1512,0.21,0.18,13.896,0.78,0.0366,FALSE,NONE
8858,536,478,324,171,10,6,2026-06-20 05:40:47,WHOLESALE,3,46.05,0.2,110.52,5.5813,0.0,0.05,0.22,16.744,0.81,0.1515,FALSE,NONE
8859,377,1567,2100,180,20,6,2026-01-12 09:25:50,MARKETPLACE,4,39.68,0.28,114.28,6.7536,0.0,0.08,0.41,27.014,1.96,0.2364,TRUE,NONE
8860,124,3714,633,81,26,4,2025-05-04 18:13:52,WHOLESALE,4,98.05,0.17,325.53,2.6702,0.5242,0.03,0.22,12.778,1.0,0.0393,FALSE,NONE
8861,224,3126,1923,360,38,3,2025-08-12 02:59:11,WEB,4,97.52,0.04,374.48,10.6439,1.9932,0.08,0.27,50.548,1.4,0.135,TRUE,EXCHANGED
8862,414,1493,366,189,27,6,2026-02-18 17:28:03,WEB,4,130.71,0.26,386.9,6.4656,0.0,0.12,0.27,25.862,1.56,0.0668,FALSE,NONE
8863,373,407,1191,144,18,3,2026-01-08 05:01:05,APP,4,236.13,0.13,821.73,9.2881,1.8876,0.15,0.33,44.703,1.92,0.0544,FALSE,NONE
8864,377,116,477,123,35,3,2026-01-12 05:49:40,MARKETPLACE,3,232.58,0.1,627.97,3.1848,0.6336,0.23,0.17,11.455,1.2,0.0182,FALSE,RETURNED
8865,225,1226,2325,360,1,2,2025-08-13 08:27:48,WEB,3,163.06,0.06,459.83,10.1561,0.1498,0.18,0.51,30.918,2.07,0.0672,FALSE,NONE
8866,356,613,2073,372,13,4,2025-12-22 19:12:15,APP,1,234.97,0.08,216.17,11.1465,0.2117,0.23,0.35,11.358,0.58,0.0525,TRUE,NONE
8867,301,3940,651,384,11,3,2025-10-28 01:52:38,WEB,3,159.56,0.24,363.8,4.5512,1.782,0.23,0.58,19.0,2.43,0.0522,FALSE,NONE
8868,189,3352,2103,288,8,3,2025-07-08 14:25:08,APP,4,156.58,0.09,569.95,2.1889,1.5312,0.06,0.13,14.88,0.76,0.0261,FALSE,NONE
8869,43,1052,1983,201,21,4,2025-02-12 05:21:03,WHOLESALE,2,56.26,0.35,73.14,9.5836,0.467,0.02,0.03,20.101,0.1,0.2748,FALSE,NONE
8870,533,539,2031,279,38,3,2026-06-17 23:38:24,WHOLESALE,4,127.83,0.08,470.41,1.7162,1.1484,0.23,0.44,11.458,2.68,0.0244,TRUE,NONE
8871,413,1078,1086,165,12,6,2026-02-17 18:29:39,MARKETPLACE,3,224.95,0.27,492.64,6.9249,0.0,0.07,0.15,20.775,0.66,0.0422,FALSE,NONE
8872,166,1356,795,333,5,3,2025-06-15 03:37:10,WEB,4,144.69,0.2,463.01,10.1591,1.0032,0.06,0.34,44.649,1.6,0.0964,FALSE,NONE
8873,259,4509,327,204,17,5,2025-09-16 21:10:23,APP,3,190.81,0.17,475.12,2.0236,0.0016,0.07,0.54,6.076,1.83,0.0128,TRUE,NONE
8874,342,2068,1218,234,36,4,2025-12-08 08:17:55,MARKETPLACE,1,91.89,0.0,91.89,4.58,0.1949,0.05,0.41,4.775,0.46,0.052,TRUE,RETURNED
8875,103,998,1875,66,23,4,2025-04-13 13:14:21,WHOLESALE,4,102.62,0.15,348.91,6.5384,0.4234,0.22,0.33,27.847,2.2,0.0798,TRUE,NONE
8876,520,636,1029,399,1,6,2026-06-04 21:50:00,WEB,1,41.65,0.13,36.24,12.8331,0.0,0.09,0.2,12.833,0.29,0.3541,TRUE,RETURNED
8877,417,210,759,72,1,2,2026-02-21 18:54:00,WEB,2,203.57,0.28,293.14,22.3051,0.0835,0.02,0.36,44.777,0.76,0.1527,FALSE,NONE
8878,469,2375,171,102,13,3,2026-04-14 12:48:37,APP,1,56.6,0.12,49.81,4.906,0.5676,0.02,0.45,5.474,0.47,0.1099,TRUE,NONE
8879,24,3569,714,180,4,6,2025-01-24 00:04:09,WHOLESALE,1,63.61,0.28,45.8,10.6478,0.0,0.13,0.32,10.648,0.45,0.2325,TRUE,NONE
8880,480,2041,1731,21,40,1,2026-04-25 23:50:35,WHOLESALE,3,45.68,0.18,112.37,8.358,10.08,0.08,0.4,55.314,1.44,0.4922,FALSE,NONE
8881,74,3968,45,372,23,2,2025-03-15 09:25:46,RETAIL,2,44.68,0.34,58.98,4.4594,0.0706,0.03,0.24,9.06,0.54,0.1536,TRUE,NONE
8882,524,1021,2382,273,6,4,2026-06-08 18:15:52,WEB,2,135.2,0.03,262.29,5.9063,0.4738,0.2,0.13,12.76,0.66,0.0486,TRUE,NONE
8883,45,1066,783,342,35,6,2025-02-14 02:34:36,WEB,4,153.23,0.26,453.56,4.2069,0.0,0.24,0.49,16.828,2.92,0.0371,FALSE,NONE
8884,29,2464,1614,309,22,4,2025-01-29 16:51:51,WHOLESALE,1,150.93,0.34,99.61,11.5826,0.252,0.2,0.03,11.835,0.23,0.1188,TRUE,RETURNED
8885,557,4022,372,15,28,1,2026-07-11 05:23:03,APP,2,129.69,0.22,202.32,10.7675,19.152,0.17,0.46,59.839,1.26,0.2958,TRUE,NONE
8886,537,1111,33,102,8,2,2026-06-21 13:19:03,RETAIL,2,234.56,0.32,319.0,8.6888,0.0864,0.19,0.47,17.55,1.32,0.055,TRUE,RETURNED
8887,325,4108,411,27,29,6,2025-11-21 08:03:12,APP,4,155.36,0.09,565.51,5.2813,0.0,0.03,0.15,21.125,0.72,0.0374,FALSE,NONE
8888,195,345,522,375,27,4,2025-07-14 01:27:52,APP,3,204.69,0.18,503.54,7.8861,0.299,0.24,0.3,24.555,1.62,0.0488,TRUE,NONE
8889,208,1179,153,156,20,3,2025-07-27 09:53:11,RETAIL,4,76.04,0.14,261.58,5.5663,2.0196,0.1,0.52,30.344,2.48,0.116,FALSE,NONE
8890,498,4218,1044,429,37,5,2026-05-13 20:03:51,WHOLESALE,2,108.93,0.34,143.79,9.4551,0.0013,0.22,0.12,18.913,0.68,0.1315,FALSE,RETURNED
8891,358,1939,2016,69,3,2,2025-12-24 10:49:04,WEB,2,173.69,0.17,288.33,12.5361,0.2246,0.22,0.29,25.521,1.02,0.0885,TRUE,NONE
8892,239,3575,1053,75,2,4,2025-08-27 18:14:58,RETAIL,2,245.38,0.16,412.24,21.3907,0.3058,0.21,0.24,43.393,0.9,0.1053,TRUE,NONE
8893,488,2904,1494,345,36,6,2026-05-03 10:27:03,APP,4,47.62,0.22,148.57,2.9906,0.0,0.25,0.07,11.962,1.28,0.0805,TRUE,NONE
8894,525,975,1728,45,8,1,2026-06-09 04:01:53,APP,2,112.11,0.24,170.41,6.7766,14.742,0.25,0.36,43.037,1.22,0.2525,FALSE,RETURNED
8895,63,2960,1875,72,23,4,2025-03-04 12:39:40,APP,3,73.91,0.19,179.6,10.378,0.4234,0.2,0.36,32.404,1.68,0.1804,TRUE,NONE
8896,393,2717,1614,138,34,3,2026-01-28 03:49:55,APP,3,145.92,0.06,411.49,17.8834,0.99,0.04,0.08,56.62,0.36,0.1376,FALSE,EXCHANGED
8897,12,1089,1122,225,31,6,2025-01-12 03:40:15,WHOLESALE,2,229.97,0.01,455.34,8.0375,0.0,0.12,0.4,16.075,1.04,0.0353,FALSE,NONE
8898,206,1836,1893,105,30,1,2025-07-25 04:14:06,WEB,2,208.26,0.14,358.21,6.6625,18.396,0.1,0.22,50.117,0.64,0.1399,TRUE,NONE
8899,105,709,1545,48,9,4,2025-04-15 13:23:57,WHOLESALE,4,79.51,0.06,298.96,26.6835,0.4838,0.22,0.26,108.669,1.92,0.3635,TRUE,EXCHANGED
8900,36,2447,771,276,35,5,2025-02-05 09:18:05,MARKETPLACE,1,62.07,0.26,45.93,6.3884,0.0027,0.23,0.18,6.391,0.41,0.1391,FALSE,NONE
8901,527,1128,1452,213,40,3,2026-06-11 14:02:00,RETAIL,4,216.26,0.24,657.43,1.7841,1.2012,0.12,0.12,11.941,0.96,0.0182,FALSE,NONE
8902,120,2455,2142,384,19,1,2025-04-30 14:25:49,WEB,3,240.7,0.34,476.59,16.2738,8.442,0.09,0.2,74.147,0.87,0.1556,TRUE,RETURNED
8903,122,1280,2346,114,24,2,2025-05-02 20:37:10,WEB,2,213.57,0.23,328.9,3.2365,0.1282,0.24,0.06,6.729,0.6,0.0205,TRUE,NONE
8904,152,4377,1518,438,26,2,2025-06-01 06:30:37,RETAIL,2,133.53,0.33,178.93,8.7742,0.0922,0.01,0.44,17.733,0.9,0.0991,FALSE,NONE
8905,12,3459,330,207,13,4,2025-01-12 23:15:51,RETAIL,4,154.34,0.28,444.5,6.02,0.4166,0.21,0.58,25.746,3.16,0.0579,FALSE,NONE
8906,246,307,72,198,30,6,2025-09-03 11:15:17,WHOLESALE,4,57.31,0.15,194.85,17.2783,0.0,0.17,0.19,69.113,1.44,0.3547,TRUE,RETURNED
8907,438,1449,1869,273,31,5,2026-03-14 19:35:39,WEB,3,225.23,0.02,662.18,6.3817,0.0015,0.19,0.31,19.15,1.5,0.0289,TRUE,NONE
8908,371,2948,2187,171,3,3,2026-01-06 06:56:39,APP,4,68.31,0.33,183.07,4.4103,0.9504,0.03,0.15,21.443,0.72,0.1171,FALSE,NONE
8909,268,4044,435,204,40,1,2025-09-25 09:10:44,APP,4,97.06,0.12,341.65,2.877,5.67,0.25,0.5,34.188,3.0,0.1001,FALSE,NONE
8910,355,3241,1503,42,25,6,2025-12-21 17:16:17,MARKETPLACE,3,145.49,0.32,296.8,10.7923,0.0,0.17,0.46,32.377,1.89,0.1091,FALSE,NONE
8911,194,1000,444,105,19,4,2025-07-13 13:16:57,WEB,3,118.81,0.05,338.61,14.7972,0.1882,0.04,0.23,44.956,0.81,0.1328,TRUE,NONE
8912,167,1800,267,348,14,3,2025-06-16 20:08:05,WEB,1,108.74,0.0,108.74,1.5795,1.386,0.13,0.5,2.965,0.63,0.0273,FALSE,NONE
8913,337,1538,1608,429,27,4,2025-12-03 02:30:45,WEB,3,152.96,0.16,385.46,2.7264,0.1747,0.07,0.36,8.703,1.29,0.0226,TRUE,EXCHANGED
8914,432,3335,1722,162,22,5,2026-03-08 06:54:40,WEB,2,191.6,0.17,318.06,3.2531,0.0017,0.18,0.34,6.51,1.04,0.0205,FALSE,NONE
8915,507,2254,1116,228,23,5,2026-05-22 19:06:01,WHOLESALE,1,148.76,0.02,145.78,2.422,0.0009,0.08,0.35,2.423,0.43,0.0166,TRUE,EXCHANGED
8916,146,2001,1959,417,23,1,2025-05-26 10:18:22,WEB,3,77.57,0.12,204.78,18.7849,12.978,0.08,0.05,95.289,0.39,0.4653,TRUE,NONE
8917,390,480,870,378,30,1,2026-01-25 07:58:42,APP,4,103.21,0.11,367.43,10.3459,7.434,0.02,0.2,71.12,0.88,0.1936,TRUE,EXCHANGED
8918,373,377,1785,39,12,5,2026-01-08 23:06:16,WEB,2,101.79,0.1,183.22,2.0663,0.0023,0.2,0.11,4.137,0.62,0.0226,FALSE,RETURNED
8919,294,706,1260,147,22,4,2025-10-21 17:09:29,WEB,4,97.6,0.06,366.98,12.2548,0.2419,0.07,0.14,49.987,0.84,0.1362,TRUE,NONE
8920,268,1653,729,384,7,1,2025-09-25 08:46:04,APP,2,100.84,0.1,181.51,6.9455,6.93,0.23,0.07,27.751,0.6,0.1529,TRUE,RETURNED
8921,350,3185,72,366,24,5,2025-12-16 00:00:47,RETAIL,3,86.14,0.09,235.16,21.772,0.0009,0.05,0.06,65.319,0.33,0.2778,FALSE,NONE
8922,280,409,534,60,7,3,2025-10-07 13:23:19,RETAIL,3,197.54,0.33,397.06,5.319,1.452,0.23,0.08,20.313,0.93,0.0512,TRUE,NONE
8923,278,2500,1380,138,6,6,2025-10-05 11:14:54,APP,4,68.58,0.22,213.97,6.6715,0.0,0.12,0.17,26.686,1.16,0.1247,FALSE,NONE
8924,270,3450,252,333,18,1,2025-09-27 13:23:55,WEB,2,172.9,0.31,238.6,3.9291,8.82,0.05,0.52,25.498,1.14,0.1069,FALSE,NONE
8925,108,834,2154,213,37,1,2025-04-18 19:05:26,WHOLESALE,4,175.92,0.16,591.09,7.6707,16.758,0.22,0.13,97.715,1.4,0.1653,TRUE,NONE
8926,258,2980,315,168,11,5,2025-09-15 18:22:35,APP,2,73.63,0.24,111.92,5.7876,0.0012,0.25,0.25,11.578,1.0,0.1034,FALSE,NONE
8927,396,871,1470,246,20,1,2026-01-31 07:00:53,APP,1,157.25,0.05,149.39,12.3929,16.758,0.02,0.29,29.151,0.31,0.1951,TRUE,EXCHANGED
8928,322,2421,123,249,28,5,2025-11-18 06:27:43,APP,4,103.65,0.1,373.14,7.3267,0.0013,0.21,0.35,29.312,2.24,0.0786,FALSE,EXCHANGED
8929,433,4425,432,9,29,6,2026-03-09 23:35:53,APP,4,81.3,0.21,256.91,6.3123,0.0,0.04,0.15,25.249,0.76,0.0983,FALSE,RETURNED
8930,252,3671,1236,138,11,3,2025-09-09 11:34:28,RETAIL,2,45.94,0.18,75.34,3.0003,1.386,0.22,0.31,8.773,1.06,0.1164,TRUE,NONE
8931,299,1279,1194,144,36,3,2025-10-26 09:31:09,WEB,3,51.71,0.34,102.39,14.5105,0.6468,0.2,0.24,45.472,1.32,0.4441,TRUE,EXCHANGED
8932,420,311,960,315,40,5,2026-02-24 21:38:05,APP,1,49.02,0.0,49.02,6.5136,0.0026,0.17,0.36,6.516,0.53,0.1329,TRUE,NONE
8933,280,4108,1179,204,10,2,2025-10-07 16:33:34,WEB,4,208.88,0.09,760.32,7.5834,0.2102,0.11,0.41,31.174,2.08,0.041,TRUE,EXCHANGED
8934,20,2980,1380,198,31,6,2025-01-20 00:09:17,APP,1,42.04,0.17,34.89,3.3181,0.0,0.2,0.22,3.318,0.42,0.0951,FALSE,RETURNED
8935,563,719,1272,399,22,5,2026-07-17 21:43:10,APP,2,55.38,0.25,83.07,27.1667,0.0017,0.1,0.05,54.337,0.3,0.6541,TRUE,NONE
8936,332,2662,111,438,33,6,2025-11-28 00:55:10,WEB,4,41.13,0.04,157.94,3.9682,0.0,0.09,0.03,15.873,0.48,0.1005,FALSE,NONE
8937,299,3143,1770,81,13,2,2025-10-26 15:52:58,APP,4,173.61,0.01,687.5,4.0438,0.0922,0.12,0.26,16.544,1.52,0.0241,TRUE,NONE
8938,208,473,1176,366,28,3,2025-07-27 16:11:59,APP,2,114.57,0.16,192.48,6.9699,0.6336,0.12,0.4,15.207,1.04,0.079,FALSE,NONE
8939,390,3712,777,72,11,1,2026-01-25 02:38:41,WEB,4,175.15,0.34,462.4,22.1715,19.404,0.08,0.38,166.302,1.84,0.3596,TRUE,NONE
8940,371,4266,207,144,13,3,2026-01-06 11:03:16,WEB,2,136.6,0.25,204.9,5.8289,1.4784,0.2,0.23,14.615,0.86,0.0713,TRUE,NONE
8941,408,276,1821,153,36,5,2026-02-12 21:22:48,APP,2,156.13,0.11,277.91,4.9421,0.0016,0.14,0.21,9.887,0.7,0.0356,FALSE,NONE
8942,131,3208,747,438,11,5,2025-05-11 08:05:21,RETAIL,2,242.05,0.29,343.71,9.5516,0.0015,0.15,0.15,19.106,0.6,0.0556,TRUE,NONE
8943,511,709,375,387,26,1,2026-05-26 23:04:28,WHOLESALE,4,43.01,0.07,160.0,7.7415,16.128,0.23,0.13,95.478,1.44,0.5967,TRUE,NONE
8944,312,2224,1347,390,17,4,2025-11-08 08:30:14,MARKETPLACE,4,147.39,0.17,489.33,19.8881,0.3494,0.18,0.54,80.95,2.88,0.1654,TRUE,NONE
8945,241,2915,33,39,22,4,2025-08-29 16:34:45,WEB,4,41.62,0.11,148.17,10.5118,0.2016,0.1,0.51,42.854,2.44,0.2892,FALSE,RETURNED
8946,397,2481,639,408,32,2,2026-02-01 05:53:22,WHOLESALE,3,217.71,0.01,646.6,18.2591,0.2016,0.23,0.42,55.382,1.95,0.0857,FALSE,NONE
8947,368,1980,1317,396,16,4,2026-01-03 08:53:24,RETAIL,1,189.11,0.01,187.22,27.8333,0.4301,0.05,0.06,28.263,0.11,0.151,TRUE,RETURNED
8948,87,1834,336,165,9,3,2025-03-28 15:45:19,MARKETPLACE,1,147.39,0.08,135.6,3.973,1.2672,0.24,0.09,5.24,0.33,0.0386,FALSE,RETURNED
8949,175,4861,1599,384,9,3,2025-06-24 02:43:17,WEB,1,115.68,0.25,86.76,4.2892,0.9636,0.08,0.2,5.253,0.28,0.0605,FALSE,NONE
8950,35,4474,1893,447,12,5,2025-02-04 22:09:16,WEB,1,188.33,0.08,173.26,2.387,0.0026,0.1,0.04,2.39,0.14,0.0138,FALSE,NONE
8951,40,4009,2361,390,11,6,2025-02-09 19:46:37,WHOLESALE,2,54.5,0.18,89.38,7.5813,0.0,0.16,0.52,15.163,1.36,0.1696,TRUE,NONE
8952,42,711,288,405,3,2,2025-02-11 17:59:13,MARKETPLACE,1,51.51,0.25,38.63,5.8919,0.059,0.09,0.52,5.951,0.61,0.1541,FALSE,NONE
8953,137,315,2265,246,40,2,2025-05-17 12:15:30,WHOLESALE,2,127.77,0.0,255.54,10.7523,0.1886,0.02,0.09,21.882,0.22,0.0856,FALSE,NONE
8954,267,854,1146,279,16,6,2025-09-24 17:31:26,MARKETPLACE,1,82.44,0.25,61.83,2.0325,0.0,0.09,0.55,2.033,0.64,0.0329,FALSE,NONE
8955,274,4738,1998,354,9,5,2025-10-01 16:17:31,APP,4,137.48,0.03,533.42,44.2491,0.0015,0.23,0.54,177.002,3.08,0.3318,FALSE,EXCHANGED
8956,203,4435,936,42,16,1,2025-07-22 21:00:09,WEB,3,174.19,0.1,470.31,13.6607,5.544,0.14,0.19,57.614,0.99,0.1225,FALSE,NONE
8957,315,530,1698,51,25,6,2025-11-11 17:39:05,WEB,4,216.65,0.13,753.94,9.4069,0.0,0.22,0.24,37.628,1.84,0.0499,TRUE,EXCHANGED
8958,498,3912,297,420,10,1,2026-05-13 22:29:35,WEB,2,73.4,0.28,105.7,12.5638,16.254,0.02,0.42,57.636,0.88,0.5453,TRUE,NONE
8959,206,740,210,156,6,1,2025-07-25 20:19:02,RETAIL,2,202.64,0.13,352.59,22.731,16.884,0.13,0.31,79.23,0.88,0.2247,TRUE,NONE
8960,265,1917,627,429,10,3,2025-09-22 12:43:13,WEB,1,132.87,0.08,122.24,10.1694,1.4784,0.05,0.03,11.648,0.08,0.0953,FALSE,NONE
8961,194,4212,2265,213,24,3,2025-07-13 15:46:34,MARKETPLACE,2,84.84,0.18,139.14,1.5496,1.7292,0.21,0.17,6.558,0.76,0.0471,TRUE,NONE
