id,date_actual,Year,Quarter,Month,MonthName,MonthSort,DayOfWeek
359,2025-12-25,2025,Q4 2025,2025-12,Dec 2025,202512,Thursday
360,2025-12-26,2025,Q4 2025,2025-12,Dec 2025,202512,Friday
361,2025-12-27,2025,Q4 2025,2025-12,Dec 2025,202512,Saturday
362,2025-12-28,2025,Q4 2025,2025-12,Dec 2025,202512,Sunday
363,2025-12-29,2025,Q4 2025,2025-12,Dec 2025,202512,Monday
364,2025-12-30,2025,Q4 2025,2025-12,Dec 2025,202512,Tuesday
365,2025-12-31,2025,Q4 2025,2025-12,Dec 2025,202512,Wednesday
366,2026-01-01,2026,Q1 2026,2026-01,Jan 2026,202601,Thursday
367,2026-01-02,2026,Q1 2026,2026-01,Jan 2026,202601,Friday
368,2026-01-03,2026,Q1 2026,2026-01,Jan 2026,202601,Saturday
369,2026-01-04,2026,Q1 2026,2026-01,Jan 2026,202601,Sunday
370,2026-01-05,2026,Q1 2026,2026-01,Jan 2026,202601,Monday
371,2026-01-06,2026,Q1 2026,2026-01,Jan 2026,202601,Tuesday
372,2026-01-07,2026,Q1 2026,2026-01,Jan 2026,202601,Wednesday
373,2026-01-08,2026,Q1 2026,2026-01,Jan 2026,202601,Thursday
374,2026-01-09,2026,Q1 2026,2026-01,Jan 2026,202601,Friday
375,2026-01-10,2026,Q1 2026,2026-01,Jan 2026,202601,Saturday
376,2026-01-11,2026,Q1 2026,2026-01,Jan 2026,202601,Sunday
377,2026-01-12,2026,Q1 2026,2026-01,Jan 2026,202601,Monday
378,2026-01-13,2026,Q1 2026,2026-01,Jan 2026,202601,Tuesday
379,2026-01-14,2026,Q1 2026,2026-01,Jan 2026,202601,Wednesday
380,2026-01-15,2026,Q1 2026,2026-01,Jan 2026,202601,Thursday
381,2026-01-16,2026,Q1 2026,2026-01,Jan 2026,202601,Friday
382,2026-01-17,2026,Q1 2026,2026-01,Jan 2026,202601,Saturday
383,2026-01-18,2026,Q1 2026,2026-01,Jan 2026,202601,Sunday
384,2026-01-19,2026,Q1 2026,2026-01,Jan 2026,202601,Monday
385,2026-01-20,2026,Q1 2026,2026-01,Jan 2026,202601,Tuesday
386,2026-01-21,2026,Q1 2026,2026-01,Jan 2026,202601,Wednesday
387,2026-01-22,2026,Q1 2026,2026-01,Jan 2026,202601,Thursday
388,2026-01-23,2026,Q1 2026,2026-01,Jan 2026,202601,Friday
389,2026-01-24,2026,Q1 2026,2026-01,Jan 2026,202601,Saturday
390,2026-01-25,2026,Q1 2026,2026-01,Jan 2026,202601,Sunday
391,2026-01-26,2026,Q1 2026,2026-01,Jan 2026,202601,Monday
392,2026-01-27,2026,Q1 2026,2026-01,Jan 2026,202601,Tuesday
393,2026-01-28,2026,Q1 2026,2026-01,Jan 2026,202601,Wednesday
394,2026-01-29,2026,Q1 2026,2026-01,Jan 2026,202601,Thursday
395,2026-01-30,2026,Q1 2026,2026-01,Jan 2026,202601,Friday
396,2026-01-31,2026,Q1 2026,2026-01,Jan 2026,202601,Saturday
397,2026-02-01,2026,Q1 2026,2026-02,Feb 2026,202602,Sunday
398,2026-02-02,2026,Q1 2026,2026-02,Feb 2026,202602,Monday
399,2026-02-03,2026,Q1 2026,2026-02,Feb 2026,202602,Tuesday
400,2026-02-04,2026,Q1 2026,2026-02,Feb 2026,202602,Wednesday
401,2026-02-05,2026,Q1 2026,2026-02,Feb 2026,202602,Thursday
402,2026-02-06,2026,Q1 2026,2026-02,Feb 2026,202602,Friday
403,2026-02-07,2026,Q1 2026,2026-02,Feb 2026,202602,Saturday
404,2026-02-08,2026,Q1 2026,2026-02,Feb 2026,202602,Sunday
405,2026-02-09,2026,Q1 2026,2026-02,Feb 2026,202602,Monday
406,2026-02-10,2026,Q1 2026,2026-02,Feb 2026,202602,Tuesday
407,2026-02-11,2026,Q1 2026,2026-02,Feb 2026,202602,Wednesday
408,2026-02-12,2026,Q1 2026,2026-02,Feb 2026,202602,Thursday
409,2026-02-13,2026,Q1 2026,2026-02,Feb 2026,202602,Friday
410,2026-02-14,2026,Q1 2026,2026-02,Feb 2026,202602,Saturday
411,2026-02-15,2026,Q1 2026,2026-02,Feb 2026,202602,Sunday
412,2026-02-16,2026,Q1 2026,2026-02,Feb 2026,202602,Monday
413,2026-02-17,2026,Q1 2026,2026-02,Feb 2026,202602,Tuesday
414,2026-02-18,2026,Q1 2026,2026-02,Feb 2026,202602,Wednesday
415,2026-02-19,2026,Q1 2026,2026-02,Feb 2026,202602,Thursday
416,2026-02-20,2026,Q1 2026,2026-02,Feb 2026,202602,Friday
417,2026-02-21,2026,Q1 2026,2026-02,Feb 2026,202602,Saturday
418,2026-02-22,2026,Q1 2026,2026-02,Feb 2026,202602,Sunday
419,2026-02-23,2026,Q1 2026,2026-02,Feb 2026,202602,Monday
420,2026-02-24,2026,Q1 2026,2026-02,Feb 2026,202602,Tuesday
421,2026-02-25,2026,Q1 2026,2026-02,Feb 2026,202602,Wednesday
422,2026-02-26,2026,Q1 2026,2026-02,Feb 2026,202602,Thursday
423,2026-02-27,2026,Q1 2026,2026-02,Feb 2026,202602,Friday
424,2026-02-28,2026,Q1 2026,2026-02,Feb 2026,202602,Saturday
425,2026-03-01,2026,Q1 2026,2026-03,Mar 2026,202603,Sunday
426,2026-03-02,2026,Q1 2026,2026-03,Mar 2026,202603,Monday
427,2026-03-03,2026,Q1 2026,2026-03,Mar 2026,202603,Tuesday
428,2026-03-04,2026,Q1 2026,2026-03,Mar 2026,202603,Wednesday
429,2026-03-05,2026,Q1 2026,2026-03,Mar 2026,202603,Thursday
430,2026-03-06,2026,Q1 2026,2026-03,Mar 2026,202603,Friday
431,2026-03-07,2026,Q1 2026,2026-03,Mar 2026,202603,Saturday
432,2026-03-08,2026,Q1 2026,2026-03,Mar 2026,202603,Sunday
433,2026-03-09,2026,Q1 2026,2026-03,Mar 2026,202603,Monday
434,2026-03-10,2026,Q1 2026,2026-03,Mar 2026,202603,Tuesday
435,2026-03-11,2026,Q1 2026,2026-03,Mar 2026,202603,Wednesday
436,2026-03-12,2026,Q1 2026,2026-03,Mar 2026,202603,Thursday
437,2026-03-13,2026,Q1 2026,2026-03,Mar 2026,202603,Friday
438,2026-03-14,2026,Q1 2026,2026-03,Mar 2026,202603,Saturday
439,2026-03-15,2026,Q1 2026,2026-03,Mar 2026,202603,Sunday
440,2026-03-16,2026,Q1 2026,2026-03,Mar 2026,202603,Monday
441,2026-03-17,2026,Q1 2026,2026-03,Mar 2026,202603,Tuesday
442,2026-03-18,2026,Q1 2026,2026-03,Mar 2026,202603,Wednesday
443,2026-03-19,2026,Q1 2026,2026-03,Mar 2026,202603,Thursday
444,2026-03-20,2026,Q1 2026,2026-03,Mar 2026,202603,Friday
445,2026-03-21,2026,Q1 2026,2026-03,Mar 2026,202603,Saturday
446,2026-03-22,2026,Q1 2026,2026-03,Mar 2026,202603,Sunday
447,2026-03-23,2026,Q1 2026,2026-03,Mar 2026,202603,Monday
448,2026-03-24,2026,Q1 2026,2026-03,Mar 2026,202603,Tuesday
449,2026-03-25,2026,Q1 2026,2026-03,Mar 2026,202603,Wednesday
450,2026-03-26,2026,Q1 2026,2026-03,Mar 2026,202603,Thursday
451,2026-03-27,2026,Q1 2026,2026-03,Mar 2026,202603,Friday
452,2026-03-28,2026,Q1 2026,2026-03,Mar 2026,202603,Saturday
453,2026-03-29,2026,Q1 2026,2026-03,Mar 2026,202603,Sunday
454,2026-03-30,2026,Q1 2026,2026-03,Mar 2026,202603,Monday
455,2026-03-31,2026,Q1 2026,2026-03,Mar 2026,202603,Tuesday
456,2026-04-01,2026,Q2 2026,2026-04,Apr 2026,202604,Wednesday
457,2026-04-02,2026,Q2 2026,2026-04,Apr 2026,202604,Thursday
458,2026-04-03,2026,Q2 2026,2026-04,Apr 2026,202604,Friday
459,2026-04-04,2026,Q2 2026,2026-04,Apr 2026,202604,Saturday
460,2026-04-05,2026,Q2 2026,2026-04,Apr 2026,202604,Sunday
461,2026-04-06,2026,Q2 2026,2026-04,Apr 2026,202604,Monday
462,2026-04-07,2026,Q2 2026,2026-04,Apr 2026,202604,Tuesday
463,2026-04-08,2026,Q2 2026,2026-04,Apr 2026,202604,Wednesday
464,2026-04-09,2026,Q2 2026,2026-04,Apr 2026,202604,Thursday
465,2026-04-10,2026,Q2 2026,2026-04,Apr 2026,202604,Friday
466,2026-04-11,2026,Q2 2026,2026-04,Apr 2026,202604,Saturday
467,2026-04-12,2026,Q2 2026,2026-04,Apr 2026,202604,Sunday
468,2026-04-13,2026,Q2 2026,2026-04,Apr 2026,202604,Monday
469,2026-04-14,2026,Q2 2026,2026-04,Apr 2026,202604,Tuesday
470,2026-04-15,2026,Q2 2026,2026-04,Apr 2026,202604,Wednesday
471,2026-04-16,2026,Q2 2026,2026-04,Apr 2026,202604,Thursday
472,2026-04-17,2026,Q2 2026,2026-04,Apr 2026,202604,Friday
473,2026-04-18,2026,Q2 2026,2026-04,Apr 2026,202604,Saturday
474,2026-04-19,2026,Q2 2026,2026-04,Apr 2026,202604,Sunday
475,2026-04-20,2026,Q2 2026,2026-04,Apr 2026,202604,Monday
476,2026-04-21,2026,Q2 2026,2026-04,Apr 2026,202604,Tuesday
477,2026-04-22,2026,Q2 2026,2026-04,Apr 2026,202604,Wednesday
478,2026-04-23,2026,Q2 2026,2026-04,Apr 2026,202604,Thursday
479,2026-04-24,2026,Q2 2026,2026-04,Apr 2026,202604,Friday
480,2026-04-25,2026,Q2 2026,2026-04,Apr 2026,202604,Saturday
481,2026-04-26,2026,Q2 2026,2026-04,Apr 2026,202604,Sunday
482,2026-04-27,2026,Q2 2026,2026-04,Apr 2026,202604,Monday
483,2026-04-28,2026,Q2 2026,2026-04,Apr 2026,202604,Tuesday
484,2026-04-29,2026,Q2 2026,2026-04,Apr 2026,202604,Wednesday
485,2026-04-30,2026,Q2 2026,2026-04,Apr 2026,202604,Thursday
486,2026-05-01,2026,Q2 2026,2026-05,May 2026,202605,Friday
487,2026-05-02,2026,Q2 2026,2026-05,May 2026,202605,Saturday
488,2026-05-03,2026,Q2 2026,2026-05,May 2026,202605,Sunday
489,2026-05-04,2026,Q2 2026,2026-05,May 2026,202605,Monday
490,2026-05-05,2026,Q2 2026,2026-05,May 2026,202605,Tuesday
491,2026-05-06,2026,Q2 2026,2026-05,May 2026,202605,Wednesday
492,2026-05-07,2026,Q2 2026,2026-05,May 2026,202605,Thursday
493,2026-05-08,2026,Q2 2026,2026-05,May 2026,202605,Friday
494,2026-05-09,2026,Q2 2026,2026-05,May 2026,202605,Saturday
495,2026-05-10,2026,Q2 2026,2026-05,May 2026,202605,Sunday
496,2026-05-11,2026,Q2 2026,2026-05,May 2026,202605,Monday
497,2026-05-12,2026,Q2 2026,2026-05,May 2026,202605,Tuesday
498,2026-05-13,2026,Q2 2026,2026-05,May 2026,202605,Wednesday
499,2026-05-14,2026,Q2 2026,2026-05,May 2026,202605,Thursday
500,2026-05-15,2026,Q2 2026,2026-05,May 2026,202605,Friday
501,2026-05-16,2026,Q2 2026,2026-05,May 2026,202605,Saturday
502,2026-05-17,2026,Q2 2026,2026-05,May 2026,202605,Sunday
503,2026-05-18,2026,Q2 2026,2026-05,May 2026,202605,Monday
504,2026-05-19,2026,Q2 2026,2026-05,May 2026,202605,Tuesday
505,2026-05-20,2026,Q2 2026,2026-05,May 2026,202605,Wednesday
506,2026-05-21,2026,Q2 2026,2026-05,May 2026,202605,Thursday
507,2026-05-22,2026,Q2 2026,2026-05,May 2026,202605,Friday
508,2026-05-23,2026,Q2 2026,2026-05,May 2026,202605,Saturday
509,2026-05-24,2026,Q2 2026,2026-05,May 2026,202605,Sunday
510,2026-05-25,2026,Q2 2026,2026-05,May 2026,202605,Monday
511,2026-05-26,2026,Q2 2026,2026-05,May 2026,202605,Tuesday
512,2026-05-27,2026,Q2 2026,2026-05,May 2026,202605,Wednesday
513,2026-05-28,2026,Q2 2026,2026-05,May 2026,202605,Thursday
514,2026-05-29,2026,Q2 2026,2026-05,May 2026,202605,Friday
515,2026-05-30,2026,Q2 2026,2026-05,May 2026,202605,Saturday
516,2026-05-31,2026,Q2 2026,2026-05,May 2026,202605,Sunday
517,2026-06-01,2026,Q2 2026,2026-06,Jun 2026,202606,Monday
518,2026-06-02,2026,Q2 2026,2026-06,Jun 2026,202606,Tuesday
519,2026-06-03,2026,Q2 2026,2026-06,Jun 2026,202606,Wednesday
520,2026-06-04,2026,Q2 2026,2026-06,Jun 2026,202606,Thursday
521,2026-06-05,2026,Q2 2026,2026-06,Jun 2026,202606,Friday
522,2026-06-06,2026,Q2 2026,2026-06,Jun 2026,202606,Saturday
523,2026-06-07,2026,Q2 2026,2026-06,Jun 2026,202606,Sunday
524,2026-06-08,2026,Q2 2026,2026-06,Jun 2026,202606,Monday
525,2026-06-09,2026,Q2 2026,2026-06,Jun 2026,202606,Tuesday
526,2026-06-10,2026,Q2 2026,2026-06,Jun 2026,202606,Wednesday
527,2026-06-11,2026,Q2 2026,2026-06,Jun 2026,202606,Thursday
528,2026-06-12,2026,Q2 2026,2026-06,Jun 2026,202606,Friday
529,2026-06-13,2026,Q2 2026,2026-06,Jun 2026,202606,Saturday
530,2026-06-14,2026,Q2 2026,2026-06,Jun 2026,202606,Sunday
531,2026-06-15,2026,Q2 2026,2026-06,Jun 2026,202606,Monday
532,2026-06-16,2026,Q2 2026,2026-06,Jun 2026,202606,Tuesday
533,2026-06-17,2026,Q2 2026,2026-06,Jun 2026,202606,Wednesday
534,2026-06-18,2026,Q2 2026,2026-06,Jun 2026,202606,Thursday
535,2026-06-19,2026,Q2 2026,2026-06,Jun 2026,202606,Friday
536,2026-06-20,2026,Q2 2026,2026-06,Jun 2026,202606,Saturday
537,2026-06-21,2026,Q2 2026,2026-06,Jun 2026,202606,Sunday
538,2026-06-22,2026,Q2 2026,2026-06,Jun 2026,202606,Monday
539,2026-06-23,2026,Q2 2026,2026-06,Jun 2026,202606,Tuesday
540,2026-06-24,2026,Q2 2026,2026-06,Jun 2026,202606,Wednesday
541,2026-06-25,2026,Q2 2026,2026-06,Jun 2026,202606,Thursday
542,2026-06-26,2026,Q2 2026,2026-06,Jun 2026,202606,Friday
543,2026-06-27,2026,Q2 2026,2026-06,Jun 2026,202606,Saturday
544,2026-06-28,2026,Q2 2026,2026-06,Jun 2026,202606,Sunday
545,2026-06-29,2026,Q2 2026,2026-06,Jun 2026,202606,Monday
546,2026-06-30,2026,Q2 2026,2026-06,Jun 2026,202606,Tuesday
547,2026-07-01,2026,Q3 2026,2026-07,Jul 2026,202607,Wednesday
548,2026-07-02,2026,Q3 2026,2026-07,Jul 2026,202607,Thursday
549,2026-07-03,2026,Q3 2026,2026-07,Jul 2026,202607,Friday
550,2026-07-04,2026,Q3 2026,2026-07,Jul 2026,202607,Saturday
551,2026-07-05,2026,Q3 2026,2026-07,Jul 2026,202607,Sunday
552,2026-07-06,2026,Q3 2026,2026-07,Jul 2026,202607,Monday
553,2026-07-07,2026,Q3 2026,2026-07,Jul 2026,202607,Tuesday
554,2026-07-08,2026,Q3 2026,2026-07,Jul 2026,202607,Wednesday
555,2026-07-09,2026,Q3 2026,2026-07,Jul 2026,202607,Thursday
556,2026-07-10,2026,Q3 2026,2026-07,Jul 2026,202607,Friday
557,2026-07-11,2026,Q3 2026,2026-07,Jul 2026,202607,Saturday
558,2026-07-12,2026,Q3 2026,2026-07,Jul 2026,202607,Sunday
559,2026-07-13,2026,Q3 2026,2026-07,Jul 2026,202607,Monday
560,2026-07-14,2026,Q3 2026,2026-07,Jul 2026,202607,Tuesday
561,2026-07-15,2026,Q3 2026,2026-07,Jul 2026,202607,Wednesday
562,2026-07-16,2026,Q3 2026,2026-07,Jul 2026,202607,Thursday
563,2026-07-17,2026,Q3 2026,2026-07,Jul 2026,202607,Friday
564,2026-07-18,2026,Q3 2026,2026-07,Jul 2026,202607,Saturday
565,2026-07-19,2026,Q3 2026,2026-07,Jul 2026,202607,Sunday
566,2026-07-20,2026,Q3 2026,2026-07,Jul 2026,202607,Monday
