id,style_name,category,gender,material_family,unit_weight_kg,list_price,recycled_content_pct,circularity_score,take_back_eligible
975,huge,RUNNING,KIDS,Recycled Rubber,0.85,138.07,65.9,73,FALSE
978,result,SANDAL,KIDS,TENCEL Lyocell,1.28,88.69,89.98,22,FALSE
981,notice,BOOT,MENS,Natural Rubber,0.99,181.56,22.55,94,TRUE
984,trade,FORMAL,MENS,Cork,1.4,158.78,47.37,45,TRUE
987,could,SNEAKER,UNISEX,Chrome-free Leather,0.83,222.21,15.79,36,TRUE
990,newspaper,SANDAL,WOMENS,Algae Foam,1.28,233.08,66.33,7,TRUE
993,dog,RUNNING,WOMENS,Chrome-free Leather,0.97,203.12,87.64,29,TRUE
996,something,FORMAL,KIDS,Chrome-free Leather,0.63,130.67,5.79,29,TRUE
999,major,SNEAKER,WOMENS,Recycled Rubber,0.97,64.7,7.68,32,FALSE
1002,off,RUNNING,MENS,Apple Leather,0.98,55.47,91.2,66,TRUE
1005,hundred,SNEAKER,WOMENS,Recycled Rubber,0.99,220.18,38.47,5,TRUE
1008,end,SANDAL,MENS,Cork,1.28,193.44,5.71,13,FALSE
1011,clear,BOOT,WOMENS,Apple Leather,1.33,101.12,57.11,4,FALSE
1014,write,SANDAL,WOMENS,Recycled PET,1.53,97.05,61.03,40,FALSE
1017,southern,BOOT,WOMENS,Apple Leather,1.59,243.81,1.61,45,FALSE
1020,table,RUNNING,KIDS,Recycled Nylon,0.85,236.92,29.41,3,TRUE
1023,possible,RUNNING,KIDS,Recycled PET,0.49,235.46,22.46,64,FALSE
1026,use,SLIPPER,WOMENS,Bio-EVA,1.57,184.55,44.5,52,TRUE
1029,effect,SNEAKER,WOMENS,Bio-EVA,0.5,127.41,98.32,73,TRUE
1032,blood,FORMAL,KIDS,Recycled Nylon,0.83,123.49,55.69,91,TRUE
1035,likely,SANDAL,MENS,Recycled Rubber,1.38,145.97,15.23,0,FALSE
1038,score,RUNNING,UNISEX,Apple Leather,0.45,237.46,88.24,93,TRUE
1041,election,SNEAKER,WOMENS,Recycled Nylon,1.31,44.74,90.25,69,FALSE
1044,interest,RUNNING,WOMENS,Organic Cotton,0.73,179.43,96.84,10,FALSE
1047,notice,BOOT,UNISEX,Recycled Rubber,1.54,170.73,24.59,75,TRUE
1050,treat,SNEAKER,WOMENS,Cork,0.72,118.86,58.39,81,TRUE
1053,challenge,RUNNING,MENS,Natural Rubber,0.91,76.0,95.63,84,TRUE
1056,east,RUNNING,MENS,Cork,0.88,230.6,26.83,93,TRUE
1059,sign,SANDAL,KIDS,TENCEL Lyocell,1.06,176.54,51.86,46,FALSE
1062,participant,SANDAL,WOMENS,Bio-EVA,0.43,171.63,68.81,4,TRUE
1065,remember,BOOT,MENS,TENCEL Lyocell,1.43,203.8,42.52,95,TRUE
1068,economic,SLIPPER,UNISEX,Hemp Canvas,0.94,160.35,2.49,98,TRUE
1071,character,BOOT,WOMENS,TENCEL Lyocell,0.7,104.41,33.79,19,TRUE
1074,do,SNEAKER,MENS,Chrome-free Leather,1.31,73.04,74.81,21,TRUE
1077,face,RUNNING,UNISEX,Algae Foam,0.6,99.94,68.5,78,FALSE
1080,perhaps,SNEAKER,MENS,Algae Foam,0.8,51.83,46.87,20,TRUE
1083,which,SNEAKER,WOMENS,Natural Rubber,1.08,65.61,52.23,82,FALSE
1086,respond,FORMAL,WOMENS,Recycled Nylon,0.46,146.46,43.97,85,TRUE
1089,mission,SANDAL,MENS,Cork,1.35,182.93,55.79,55,FALSE
1092,year,SNEAKER,MENS,Bio-EVA,1.49,231.32,50.28,1,FALSE
1095,I,FORMAL,UNISEX,TENCEL Lyocell,0.45,45.06,89.43,19,FALSE
1098,from,RUNNING,MENS,Recycled Nylon,1.1,237.3,51.63,85,TRUE
1101,issue,BOOT,WOMENS,Cork,1.4,57.08,93.03,11,TRUE
1104,however,SANDAL,WOMENS,Chrome-free Leather,0.74,97.58,56.5,52,TRUE
1107,note,RUNNING,WOMENS,Hemp Canvas,0.82,209.29,79.63,26,TRUE
1110,time,BOOT,UNISEX,Bio-EVA,0.53,114.37,90.1,20,TRUE
1113,toward,RUNNING,WOMENS,Hemp Canvas,0.76,242.86,87.74,97,FALSE
1116,sure,BOOT,UNISEX,Recycled PET,0.51,205.5,14.15,44,TRUE
1119,article,RUNNING,MENS,Hemp Canvas,1.5,179.37,83.13,90,TRUE
1122,keep,FORMAL,WOMENS,Natural Rubber,0.83,144.31,0.16,76,FALSE
1125,center,RUNNING,MENS,Organic Cotton,1.37,111.72,73.27,83,FALSE
1128,especially,SANDAL,MENS,Recycled Nylon,1.57,62.45,17.88,54,FALSE
1131,radio,FORMAL,MENS,Bio-EVA,0.8,101.19,81.92,69,TRUE
1134,listen,RUNNING,MENS,Recycled Rubber,1.5,228.75,93.23,67,FALSE
1137,best,BOOT,UNISEX,Recycled Nylon,0.92,63.45,19.16,33,FALSE
1140,themselves,SNEAKER,MENS,Recycled PET,0.9,66.25,26.71,76,FALSE
1143,executive,RUNNING,UNISEX,Organic Cotton,1.43,143.78,53.22,21,FALSE
1146,point,SNEAKER,WOMENS,Cork,1.59,43.92,97.34,71,FALSE
1149,TV,RUNNING,WOMENS,Recycled Nylon,0.73,200.8,63.03,85,FALSE
1152,summer,BOOT,MENS,Organic Cotton,1.1,126.8,41.83,24,FALSE
1155,shake,RUNNING,WOMENS,Recycled Nylon,0.95,190.84,23.93,60,FALSE
1158,director,FORMAL,WOMENS,Hemp Canvas,0.48,196.21,68.2,52,FALSE
1161,true,SANDAL,WOMENS,Chrome-free Leather,1.51,171.15,44.0,100,TRUE
1164,floor,RUNNING,WOMENS,Bio-EVA,0.75,132.38,78.74,89,TRUE
1167,development,SANDAL,WOMENS,Recycled Rubber,1.43,93.03,22.79,27,FALSE
1170,site,FORMAL,MENS,Cork,0.86,179.44,6.48,28,TRUE
1173,somebody,BOOT,MENS,Organic Cotton,0.8,53.11,55.33,68,FALSE
1176,eight,SNEAKER,WOMENS,TENCEL Lyocell,0.48,228.66,52.26,7,TRUE
1179,score,BOOT,UNISEX,Organic Cotton,1.46,202.25,19.48,81,FALSE
1182,whole,RUNNING,KIDS,Apple Leather,0.99,106.03,97.44,60,TRUE
1185,fund,BOOT,KIDS,Natural Rubber,1.21,106.99,19.19,50,FALSE
1188,husband,RUNNING,UNISEX,Cork,0.91,121.64,41.71,97,FALSE
1191,range,SNEAKER,WOMENS,Algae Foam,1.43,61.44,24.31,41,FALSE
1194,every,SNEAKER,MENS,Recycled Nylon,0.49,244.21,73.24,19,FALSE
1197,us,SLIPPER,WOMENS,TENCEL Lyocell,1.3,84.11,32.13,29,TRUE
1200,billion,RUNNING,WOMENS,Algae Foam,1.36,204.93,49.2,73,TRUE
1203,manager,RUNNING,UNISEX,Apple Leather,0.58,108.39,18.17,73,TRUE
1206,front,RUNNING,MENS,TENCEL Lyocell,1.09,113.48,88.03,73,TRUE
1209,hospital,SNEAKER,KIDS,Natural Rubber,0.83,67.84,89.89,56,TRUE
1212,answer,SNEAKER,WOMENS,Apple Leather,1.29,114.26,99.54,53,TRUE
1215,do,SLIPPER,WOMENS,Recycled Rubber,0.87,137.99,95.13,35,FALSE
1218,admit,RUNNING,WOMENS,Algae Foam,0.58,208.98,66.87,46,FALSE
1221,worry,RUNNING,MENS,Algae Foam,0.59,42.14,89.72,11,TRUE
1224,service,SNEAKER,MENS,TENCEL Lyocell,1.09,65.42,51.47,18,TRUE
1227,claim,SNEAKER,MENS,Recycled Rubber,1.1,235.27,3.42,49,FALSE
1230,drug,RUNNING,WOMENS,Cork,1.29,176.65,51.45,43,TRUE
1233,these,RUNNING,WOMENS,Algae Foam,0.75,222.39,30.7,55,FALSE
1236,oil,RUNNING,WOMENS,Algae Foam,1.05,184.68,99.72,21,TRUE
1239,reveal,SLIPPER,UNISEX,Cork,0.56,236.01,0.04,32,FALSE
1242,source,BOOT,WOMENS,Chrome-free Leather,0.67,238.3,14.04,51,TRUE
1245,several,BOOT,WOMENS,Recycled Nylon,1.31,190.2,87.52,5,TRUE
1248,military,SANDAL,MENS,Recycled PET,0.53,200.69,84.23,93,TRUE
1251,significant,BOOT,MENS,Recycled Rubber,1.44,179.19,4.21,13,FALSE
1254,condition,RUNNING,KIDS,TENCEL Lyocell,1.15,202.3,66.91,3,TRUE
1257,office,BOOT,MENS,TENCEL Lyocell,0.59,156.28,86.35,82,TRUE
1260,whom,RUNNING,WOMENS,Chrome-free Leather,0.72,187.55,35.06,56,FALSE
1263,quality,FORMAL,MENS,Bio-EVA,1.26,150.89,39.68,49,TRUE
1266,along,SNEAKER,MENS,Natural Rubber,0.41,90.17,2.08,78,TRUE
1269,bad,RUNNING,KIDS,Natural Rubber,1.05,55.18,69.32,41,FALSE
1272,relate,SNEAKER,WOMENS,Recycled Nylon,0.95,130.95,59.11,8,FALSE
1275,according,SANDAL,KIDS,Apple Leather,0.66,133.94,53.84,86,TRUE
1278,thousand,RUNNING,WOMENS,Natural Rubber,1.58,201.48,98.96,23,TRUE
1281,author,SNEAKER,WOMENS,Bio-EVA,0.64,112.75,64.72,10,TRUE
1284,act,FORMAL,KIDS,Natural Rubber,1.15,77.18,21.84,44,TRUE
1287,lose,RUNNING,WOMENS,Chrome-free Leather,0.62,147.88,90.02,63,TRUE
1290,prepare,SNEAKER,WOMENS,Apple Leather,0.98,216.16,65.97,96,FALSE
1293,world,RUNNING,WOMENS,Recycled PET,0.53,156.86,60.97,39,TRUE
1296,meeting,RUNNING,WOMENS,Algae Foam,1.39,182.67,43.38,65,FALSE
1299,admit,SNEAKER,WOMENS,Recycled Nylon,1.19,231.2,33.08,22,FALSE
1302,ok,SNEAKER,MENS,Chrome-free Leather,0.9,97.4,90.11,99,TRUE
1305,adult,BOOT,KIDS,Chrome-free Leather,1.04,98.79,57.01,13,FALSE
1308,face,BOOT,MENS,Organic Cotton,1.12,47.62,93.36,98,FALSE
1311,adult,BOOT,WOMENS,Hemp Canvas,0.43,131.51,84.34,77,FALSE
1314,save,BOOT,UNISEX,TENCEL Lyocell,0.54,86.15,62.83,72,FALSE
1317,sure,FORMAL,WOMENS,Bio-EVA,1.28,241.24,38.85,32,FALSE
1320,country,RUNNING,MENS,Chrome-free Leather,0.79,122.77,72.33,26,TRUE
1323,big,FORMAL,KIDS,Recycled Nylon,0.89,80.88,33.77,20,FALSE
1326,effect,SNEAKER,UNISEX,TENCEL Lyocell,0.98,167.18,76.34,67,FALSE
1329,new,FORMAL,MENS,TENCEL Lyocell,0.97,186.76,28.97,12,FALSE
1332,health,SNEAKER,WOMENS,Recycled Nylon,0.97,139.14,76.71,75,FALSE
1335,industry,SNEAKER,KIDS,Apple Leather,0.64,172.19,29.23,100,TRUE
1338,into,SNEAKER,KIDS,Chrome-free Leather,0.73,247.97,65.67,84,TRUE
1341,either,SANDAL,MENS,Chrome-free Leather,1.53,190.01,55.24,62,TRUE
1344,first,FORMAL,WOMENS,Recycled PET,1.37,221.73,61.75,19,FALSE
1347,thus,SNEAKER,WOMENS,Bio-EVA,1.04,138.97,19.73,63,FALSE
1350,toward,SNEAKER,WOMENS,Apple Leather,0.59,172.41,59.23,76,TRUE
1353,almost,SANDAL,MENS,Recycled PET,1.29,57.53,58.81,46,FALSE
1356,hundred,RUNNING,MENS,Apple Leather,1.42,243.18,46.36,59,TRUE
1359,maybe,RUNNING,WOMENS,Chrome-free Leather,0.43,121.37,30.35,70,TRUE
1362,act,RUNNING,WOMENS,Bio-EVA,0.59,171.4,68.41,54,FALSE
1365,beautiful,FORMAL,MENS,Bio-EVA,0.81,205.7,69.83,16,FALSE
1368,leader,RUNNING,UNISEX,Apple Leather,1.27,53.05,38.96,24,FALSE
1371,glass,SANDAL,WOMENS,Apple Leather,1.13,101.08,6.06,24,FALSE
1374,beyond,RUNNING,WOMENS,Cork,0.78,235.75,45.59,25,FALSE
1377,wide,SANDAL,WOMENS,Bio-EVA,1.08,158.39,88.33,7,FALSE
1380,development,RUNNING,UNISEX,Hemp Canvas,1.06,57.79,20.73,20,TRUE
1383,role,BOOT,MENS,Algae Foam,0.75,43.94,71.47,53,FALSE
1386,may,BOOT,MENS,Organic Cotton,0.64,166.6,33.45,41,FALSE
1389,window,SNEAKER,MENS,Natural Rubber,1.11,102.71,46.38,82,FALSE
1392,wish,RUNNING,MENS,TENCEL Lyocell,1.2,235.94,7.77,13,FALSE
1395,of,RUNNING,WOMENS,TENCEL Lyocell,1.48,102.43,26.27,26,TRUE
1398,alone,BOOT,WOMENS,Chrome-free Leather,0.85,46.8,43.25,59,TRUE
1401,to,SNEAKER,MENS,Recycled Nylon,1.07,186.62,79.2,91,FALSE
1404,despite,RUNNING,WOMENS,TENCEL Lyocell,1.3,142.85,54.23,46,FALSE
1407,soldier,SANDAL,UNISEX,Algae Foam,1.57,205.38,82.47,50,TRUE
1410,tend,RUNNING,MENS,Chrome-free Leather,1.09,196.46,68.78,13,TRUE
1413,ball,SNEAKER,UNISEX,Recycled PET,0.44,64.43,18.57,99,FALSE
1416,organization,SLIPPER,MENS,Chrome-free Leather,0.71,138.46,79.78,96,FALSE
1419,they,SNEAKER,MENS,Chrome-free Leather,1.12,137.55,32.29,70,FALSE
1422,research,SNEAKER,MENS,Hemp Canvas,0.99,228.47,29.34,20,TRUE
1425,glass,BOOT,MENS,Hemp Canvas,1.37,238.09,11.61,21,TRUE
1428,sister,SNEAKER,WOMENS,Apple Leather,0.83,123.28,91.93,17,TRUE
1431,risk,SANDAL,WOMENS,Recycled PET,1.35,62.68,66.59,74,FALSE
1434,month,FORMAL,WOMENS,TENCEL Lyocell,0.97,246.87,7.26,21,TRUE
1437,argue,SNEAKER,MENS,TENCEL Lyocell,1.47,174.67,75.54,20,TRUE
1440,each,RUNNING,WOMENS,Bio-EVA,1.54,146.4,38.61,88,FALSE
1443,grow,SNEAKER,KIDS,Bio-EVA,0.69,79.17,97.23,24,FALSE
1446,positive,SNEAKER,MENS,Recycled Nylon,1.17,82.2,78.99,43,TRUE
1449,staff,FORMAL,KIDS,Cork,1.59,161.55,27.71,72,TRUE
1452,protect,SNEAKER,WOMENS,Hemp Canvas,0.91,47.39,66.03,7,TRUE
1455,little,SANDAL,WOMENS,Recycled Rubber,1.55,58.15,74.05,34,FALSE
1458,heart,SNEAKER,MENS,Cork,1.29,119.74,61.51,48,TRUE
1461,how,SNEAKER,MENS,Natural Rubber,0.82,96.57,71.49,29,TRUE
1464,response,RUNNING,WOMENS,Recycled Nylon,0.71,72.2,21.91,74,FALSE
1467,husband,FORMAL,WOMENS,Recycled Nylon,0.67,104.44,52.05,29,FALSE
1470,present,SNEAKER,UNISEX,Algae Foam,1.33,155.22,36.89,22,TRUE
1473,employee,BOOT,WOMENS,Natural Rubber,0.61,62.07,24.82,81,FALSE
1476,beautiful,SANDAL,MENS,Bio-EVA,1.52,74.05,85.79,16,FALSE
1479,husband,SANDAL,UNISEX,Recycled Rubber,0.76,90.34,1.64,29,FALSE
1482,protect,SNEAKER,WOMENS,TENCEL Lyocell,1.06,47.51,98.14,61,TRUE
1485,improve,RUNNING,MENS,TENCEL Lyocell,1.1,224.54,75.85,55,FALSE
1488,both,RUNNING,WOMENS,Bio-EVA,1.54,79.84,56.93,53,FALSE
1491,yes,BOOT,UNISEX,Chrome-free Leather,1.27,117.14,46.89,33,FALSE
1494,here,RUNNING,MENS,Cork,1.27,123.99,95.21,38,FALSE
1497,blue,SNEAKER,MENS,Apple Leather,0.48,104.93,88.93,55,TRUE
1500,culture,RUNNING,MENS,Recycled Rubber,1.42,60.14,8.23,94,TRUE
1503,onto,SNEAKER,WOMENS,Bio-EVA,0.52,248.23,8.23,5,FALSE
1506,involve,BOOT,WOMENS,Recycled Rubber,1.23,45.73,85.22,85,TRUE
1509,behind,SNEAKER,UNISEX,Organic Cotton,1.6,65.48,72.28,36,FALSE
1512,better,SNEAKER,UNISEX,TENCEL Lyocell,0.87,209.63,46.35,50,FALSE
1515,still,FORMAL,WOMENS,Recycled Rubber,1.55,229.53,72.08,53,TRUE
1518,image,RUNNING,MENS,Apple Leather,0.64,200.64,73.13,5,TRUE
1521,job,RUNNING,MENS,Cork,0.76,175.93,3.87,29,FALSE
1524,become,FORMAL,UNISEX,TENCEL Lyocell,1.35,200.47,66.33,63,FALSE
1527,operation,SNEAKER,UNISEX,Bio-EVA,1.19,180.08,41.56,54,TRUE
1530,owner,SLIPPER,WOMENS,Cork,0.55,199.86,77.95,59,FALSE
1533,reveal,RUNNING,MENS,Hemp Canvas,0.63,247.13,75.73,44,TRUE
1536,chair,SANDAL,MENS,Cork,0.79,116.46,90.0,4,TRUE
1539,executive,BOOT,MENS,TENCEL Lyocell,0.54,209.27,78.61,81,TRUE
1542,at,RUNNING,WOMENS,Recycled PET,1.58,107.83,71.18,17,FALSE
1545,fact,SNEAKER,MENS,Apple Leather,1.44,153.67,90.63,84,TRUE
1548,member,SNEAKER,WOMENS,Apple Leather,1.47,90.99,33.41,23,FALSE
1551,herself,SANDAL,WOMENS,Algae Foam,0.47,83.31,66.69,24,FALSE
1554,employee,BOOT,MENS,TENCEL Lyocell,1.1,242.11,24.88,91,TRUE
1557,mission,BOOT,WOMENS,Chrome-free Leather,1.57,118.53,51.89,35,TRUE
1560,deal,RUNNING,WOMENS,Organic Cotton,0.74,98.52,17.71,98,TRUE
1563,central,RUNNING,WOMENS,Apple Leather,1.01,235.14,10.98,92,TRUE
1566,individual,BOOT,KIDS,Apple Leather,1.15,244.26,0.34,2,TRUE
1569,pressure,RUNNING,MENS,Recycled Rubber,1.47,107.19,85.78,45,TRUE
1572,training,RUNNING,MENS,Natural Rubber,0.66,116.88,3.66,1,FALSE
1575,good,RUNNING,MENS,Hemp Canvas,0.41,215.83,81.71,27,FALSE
1578,than,SNEAKER,UNISEX,Natural Rubber,0.45,76.67,82.73,25,TRUE
1581,phone,SNEAKER,MENS,Algae Foam,1.22,226.51,10.85,97,TRUE
1584,full,SLIPPER,MENS,Algae Foam,1.54,128.23,61.09,56,TRUE
1587,run,FORMAL,WOMENS,Cork,1.49,160.94,73.76,17,TRUE
1590,former,SNEAKER,MENS,Recycled Nylon,0.57,204.91,69.88,11,FALSE
1593,from,SANDAL,WOMENS,Organic Cotton,1.29,172.78,8.11,88,TRUE
1596,run,SNEAKER,WOMENS,Algae Foam,0.58,179.31,54.0,36,TRUE
1599,parent,BOOT,WOMENS,Hemp Canvas,0.73,70.49,37.77,15,TRUE
1602,gas,BOOT,MENS,Chrome-free Leather,1.6,201.2,77.86,67,TRUE
1605,technology,RUNNING,KIDS,Algae Foam,0.85,199.41,52.83,8,TRUE
1608,his,SANDAL,UNISEX,Cork,0.52,240.76,25.18,59,FALSE
1611,organization,SLIPPER,KIDS,Recycled PET,0.5,118.23,41.12,35,FALSE
1614,offer,BOOT,MENS,Chrome-free Leather,0.75,173.21,99.31,37,TRUE
1617,special,SANDAL,UNISEX,Algae Foam,1.13,80.71,59.33,80,FALSE
1620,short,SLIPPER,UNISEX,TENCEL Lyocell,1.26,149.14,0.84,23,TRUE
1623,section,SANDAL,MENS,Recycled PET,1.15,83.88,36.79,44,TRUE
1626,subject,SANDAL,WOMENS,Natural Rubber,1.12,70.06,24.01,35,TRUE
1629,room,SLIPPER,UNISEX,Algae Foam,0.52,195.73,42.65,2,FALSE
1632,thus,SANDAL,WOMENS,Chrome-free Leather,0.46,129.26,55.03,55,FALSE
1635,issue,RUNNING,WOMENS,Recycled Nylon,1.5,193.7,52.86,52,TRUE
1638,chair,SNEAKER,KIDS,Apple Leather,1.1,73.78,75.62,90,FALSE
1641,effort,RUNNING,MENS,Chrome-free Leather,1.54,91.12,33.04,13,TRUE
1644,class,FORMAL,MENS,Hemp Canvas,1.59,138.33,39.8,15,TRUE
1647,strategy,FORMAL,UNISEX,Recycled Nylon,1.58,212.88,89.73,52,FALSE
1650,list,RUNNING,MENS,Apple Leather,0.66,156.98,80.87,12,FALSE
1653,pass,FORMAL,UNISEX,TENCEL Lyocell,0.6,196.99,0.1,85,FALSE
1656,move,SNEAKER,MENS,Recycled Rubber,0.74,100.54,60.65,94,TRUE
1659,true,RUNNING,WOMENS,Apple Leather,1.46,191.46,76.3,52,FALSE
1662,of,RUNNING,MENS,Recycled PET,0.63,81.56,23.21,16,FALSE
1665,here,SNEAKER,UNISEX,Natural Rubber,1.02,179.62,13.24,63,FALSE
1668,task,SANDAL,MENS,Bio-EVA,0.46,133.87,68.2,13,TRUE
1671,pull,SNEAKER,KIDS,Cork,1.09,110.43,82.97,100,FALSE
1674,boy,SANDAL,MENS,Hemp Canvas,0.91,181.96,99.45,58,TRUE
1677,really,SNEAKER,MENS,Recycled Nylon,0.84,202.23,53.91,57,FALSE
1680,compare,SNEAKER,MENS,Recycled Rubber,0.75,153.81,1.62,20,TRUE
1683,another,SANDAL,MENS,Recycled Rubber,1.18,98.55,45.19,69,FALSE
1686,research,RUNNING,WOMENS,Recycled Rubber,1.26,178.38,46.14,78,FALSE
1689,soldier,SNEAKER,MENS,Hemp Canvas,1.35,116.42,69.55,3,FALSE
1692,law,RUNNING,MENS,Chrome-free Leather,0.57,212.56,61.14,23,FALSE
1695,billion,FORMAL,WOMENS,TENCEL Lyocell,1.27,234.75,17.79,43,TRUE
1698,Mrs,BOOT,MENS,Apple Leather,1.54,156.32,1.56,41,FALSE
1701,open,SANDAL,MENS,Bio-EVA,0.45,215.1,21.02,39,TRUE
1704,parent,SLIPPER,WOMENS,Recycled Nylon,1.24,174.1,10.91,98,FALSE
1707,house,RUNNING,UNISEX,Chrome-free Leather,0.6,67.74,33.09,99,TRUE
1710,sport,RUNNING,MENS,Apple Leather,1.36,105.64,71.27,78,TRUE
1713,rock,SNEAKER,KIDS,Organic Cotton,1.45,224.45,82.71,41,FALSE
1716,hair,RUNNING,MENS,Recycled Nylon,1.59,85.64,44.9,81,FALSE
1719,book,SANDAL,UNISEX,Natural Rubber,0.48,81.04,14.32,82,TRUE
1722,wife,RUNNING,UNISEX,Recycled Nylon,0.98,106.38,74.68,46,FALSE
1725,theory,FORMAL,MENS,Apple Leather,1.17,75.87,45.72,27,TRUE
1728,change,SANDAL,MENS,Recycled Rubber,1.17,88.62,55.07,30,FALSE
1731,gun,RUNNING,WOMENS,Recycled PET,0.8,220.74,57.76,99,TRUE
1734,design,SANDAL,WOMENS,Hemp Canvas,1.38,68.04,95.12,66,TRUE
1737,happen,RUNNING,MENS,Algae Foam,0.82,83.22,74.0,90,FALSE
1740,left,FORMAL,MENS,Organic Cotton,0.48,214.39,16.3,26,FALSE
1743,local,BOOT,WOMENS,Recycled PET,0.9,137.72,21.04,75,TRUE
1746,first,BOOT,WOMENS,Chrome-free Leather,0.53,230.79,4.19,79,FALSE
1749,see,RUNNING,UNISEX,TENCEL Lyocell,1.33,60.76,76.44,36,TRUE
1752,time,RUNNING,KIDS,Hemp Canvas,1.41,52.86,74.21,83,TRUE
1755,boy,RUNNING,KIDS,Natural Rubber,0.43,236.72,88.81,99,TRUE
1758,community,SNEAKER,WOMENS,Bio-EVA,1.18,228.24,34.24,33,FALSE
1761,either,RUNNING,UNISEX,Recycled Rubber,0.85,162.93,77.84,44,TRUE
1764,old,FORMAL,UNISEX,Algae Foam,0.52,122.71,76.34,11,TRUE
1767,opportunity,SNEAKER,WOMENS,Hemp Canvas,0.8,242.44,81.3,36,TRUE
1770,each,SNEAKER,WOMENS,Recycled PET,0.64,179.92,87.22,25,FALSE
1773,professional,SNEAKER,MENS,Organic Cotton,1.56,170.64,2.49,8,FALSE
1776,push,SNEAKER,WOMENS,Natural Rubber,1.6,52.81,78.45,5,TRUE
1779,individual,RUNNING,MENS,Bio-EVA,0.89,119.22,9.96,27,TRUE
1782,positive,SNEAKER,MENS,Recycled Nylon,0.6,129.47,98.8,84,TRUE
1785,listen,SANDAL,WOMENS,Hemp Canvas,1.3,159.03,59.55,99,FALSE
1788,improve,RUNNING,WOMENS,TENCEL Lyocell,0.94,223.84,35.61,65,FALSE
1791,difficult,SNEAKER,MENS,Organic Cotton,1.18,56.65,15.78,63,FALSE
1794,soldier,SANDAL,WOMENS,TENCEL Lyocell,1.35,127.94,35.46,5,TRUE
1797,style,SNEAKER,WOMENS,Recycled Rubber,0.91,173.33,83.51,48,TRUE
1800,blue,RUNNING,MENS,Organic Cotton,1.0,159.51,78.93,28,TRUE
1803,not,SNEAKER,KIDS,Organic Cotton,1.48,247.79,24.83,84,FALSE
1806,gas,RUNNING,UNISEX,Recycled PET,0.6,229.35,27.84,38,TRUE
1809,build,RUNNING,MENS,Recycled Rubber,1.09,153.79,4.18,69,FALSE
1812,travel,RUNNING,MENS,Algae Foam,1.37,91.28,97.53,50,FALSE
1815,purpose,SANDAL,UNISEX,Apple Leather,0.7,234.04,88.92,5,TRUE
1818,important,RUNNING,WOMENS,Cork,0.46,163.76,65.13,38,FALSE
1821,people,SNEAKER,UNISEX,Bio-EVA,0.91,115.48,75.63,43,FALSE
1824,he,BOOT,UNISEX,Chrome-free Leather,0.75,61.76,63.26,77,FALSE
1827,prepare,SANDAL,MENS,Chrome-free Leather,0.52,76.14,70.91,12,TRUE
1830,report,SNEAKER,UNISEX,Natural Rubber,1.11,236.77,44.41,100,FALSE
1833,finish,RUNNING,MENS,Hemp Canvas,1.28,220.94,53.23,59,FALSE
1836,performance,BOOT,MENS,Bio-EVA,0.84,175.96,33.85,18,FALSE
1839,center,FORMAL,MENS,Natural Rubber,1.2,174.46,67.85,21,TRUE
1842,edge,SANDAL,WOMENS,Chrome-free Leather,1.59,244.56,32.5,69,FALSE
1845,cover,RUNNING,WOMENS,Bio-EVA,1.5,239.66,26.17,54,TRUE
1848,chance,SNEAKER,MENS,Apple Leather,1.01,92.65,53.89,49,FALSE
1851,kid,SNEAKER,WOMENS,TENCEL Lyocell,1.43,246.16,54.04,48,FALSE
1854,paper,SNEAKER,UNISEX,Natural Rubber,0.61,221.06,92.42,91,FALSE
1857,cultural,FORMAL,KIDS,Hemp Canvas,1.26,64.56,54.77,37,TRUE
1860,note,BOOT,WOMENS,Bio-EVA,0.89,245.31,31.64,86,FALSE
1863,quite,BOOT,MENS,Apple Leather,1.2,127.64,9.2,1,FALSE
1866,one,RUNNING,MENS,Recycled PET,1.33,198.64,42.99,70,TRUE
1869,fight,BOOT,MENS,Recycled Rubber,0.84,116.91,59.14,23,TRUE
1872,forward,RUNNING,WOMENS,Recycled Nylon,1.31,244.88,57.16,17,FALSE
1875,president,BOOT,WOMENS,Organic Cotton,1.26,123.59,13.78,34,TRUE
1878,her,SANDAL,WOMENS,Recycled Nylon,0.57,216.36,36.72,0,FALSE
1881,century,BOOT,WOMENS,Hemp Canvas,1.35,40.06,8.9,66,FALSE
1884,if,BOOT,MENS,Apple Leather,0.51,159.62,97.47,78,TRUE
1887,read,RUNNING,UNISEX,Recycled Rubber,1.22,39.97,48.39,89,FALSE
1890,reveal,BOOT,WOMENS,Cork,0.54,214.63,8.81,79,FALSE
1893,see,SNEAKER,UNISEX,Natural Rubber,1.46,205.04,35.99,32,FALSE
1896,middle,FORMAL,MENS,Algae Foam,1.56,105.76,22.79,80,FALSE
1899,other,SANDAL,MENS,Algae Foam,0.8,199.79,10.71,63,FALSE
1902,sort,BOOT,WOMENS,Hemp Canvas,0.6,44.0,71.71,47,FALSE
1905,alone,RUNNING,UNISEX,Apple Leather,0.49,62.31,21.46,92,FALSE
1908,note,BOOT,KIDS,Hemp Canvas,1.11,115.89,2.81,29,FALSE
1911,statement,RUNNING,MENS,TENCEL Lyocell,0.48,152.98,62.69,12,FALSE
1914,situation,BOOT,MENS,Recycled Rubber,0.88,128.98,91.4,70,TRUE
1917,mission,SLIPPER,MENS,Natural Rubber,0.4,142.06,37.7,20,TRUE
