id,supplier_nk,name,country,region,sustainability_rating,renewable_energy_pct,zero_waste_certified,valid_from,valid_to,is_current
247,83,"Booker, Jones and Harrington",PORTUGAL,EUROPE,D,62.83,FALSE,2023-01-01,2024-01-01,FALSE
248,83,Morgan-Schwartz,BRAZIL,AMERICA,A,54.6,FALSE,2024-01-01,2024-12-31,FALSE
249,83,"Miller, Murphy and Craig",VIETNAM,ASIA,C,69.54,FALSE,2024-12-31,9999-12-31,TRUE
250,84,"James, Stewart and Higgins",PORTUGAL,EUROPE,D,45.77,TRUE,2023-01-01,2024-01-01,FALSE
251,84,Brennan-Johnson,VIETNAM,ASIA,A,93.34,FALSE,2024-01-01,2024-12-31,FALSE
252,84,Young Ltd,MEXICO,AMERICA,B,75.33,TRUE,2024-12-31,9999-12-31,TRUE
253,85,Bright-Francis,INDONESIA,ASIA,D,33.19,TRUE,2023-01-01,2024-01-01,FALSE
254,85,Good-Hodges,INDONESIA,ASIA,D,89.46,TRUE,2024-01-01,2024-12-31,FALSE
255,85,"Brennan, Wallace and Benson",MEXICO,AMERICA,C,92.43,FALSE,2024-12-31,9999-12-31,TRUE
256,86,Williams Inc,PORTUGAL,EUROPE,A,60.25,FALSE,2023-01-01,2024-01-01,FALSE
257,86,Howard-Jordan,CHINA,ASIA,A,66.09,TRUE,2024-01-01,2024-12-31,FALSE
258,86,Schmidt PLC,INDIA,ASIA,C,35.15,TRUE,2024-12-31,9999-12-31,TRUE
259,87,"Sparks, Jackson and Miller",ITALY,EUROPE,E,27.46,FALSE,2023-01-01,2024-01-01,FALSE
260,87,Harvey-Allen,ETHIOPIA,AFRICA,C,36.33,FALSE,2024-01-01,2024-12-31,FALSE
261,87,"Thomas, Murray and King",BRAZIL,AMERICA,B,60.76,FALSE,2024-12-31,9999-12-31,TRUE
262,88,Estrada-Nolan,VIETNAM,ASIA,D,36.63,TRUE,2023-01-01,2024-01-01,FALSE
263,88,Santana-Byrd,CHINA,ASIA,C,94.88,TRUE,2024-01-01,2024-12-31,FALSE
264,88,Jones LLC,PORTUGAL,EUROPE,C,39.8,FALSE,2024-12-31,9999-12-31,TRUE
265,89,"Evans, Hayden and Vaughn",INDONESIA,ASIA,D,49.9,TRUE,2023-01-01,2024-01-01,FALSE
266,89,Bruce-Gonzalez,CHINA,ASIA,B,44.63,FALSE,2024-01-01,2024-12-31,FALSE
267,89,Castaneda-Rodriguez,INDONESIA,ASIA,C,12.26,FALSE,2024-12-31,9999-12-31,TRUE
268,90,Armstrong-Andrews,CHINA,ASIA,C,8.78,FALSE,2023-01-01,2024-01-01,FALSE
269,90,"Phillips, Spence and Barrett",ITALY,EUROPE,B,6.49,FALSE,2024-01-01,2024-12-31,FALSE
270,90,Smith-Grimes,ITALY,EUROPE,C,92.73,FALSE,2024-12-31,9999-12-31,TRUE
271,91,"Beltran, Lozano and Mcgee",PORTUGAL,EUROPE,B,20.1,TRUE,2023-01-01,2024-01-01,FALSE
272,91,Parsons-Hall,PORTUGAL,EUROPE,C,36.89,FALSE,2024-01-01,2024-12-31,FALSE
273,91,Robinson-Lee,CHINA,ASIA,A,30.93,FALSE,2024-12-31,9999-12-31,TRUE
274,92,Byrd-Le,BRAZIL,AMERICA,D,82.33,TRUE,2023-01-01,2024-01-01,FALSE
275,92,"Becker, Taylor and Davis",MEXICO,AMERICA,C,68.01,TRUE,2024-01-01,2024-12-31,FALSE
276,92,"Lucas, Parker and Alexander",ITALY,EUROPE,C,18.2,FALSE,2024-12-31,9999-12-31,TRUE
277,93,"Diaz, Anderson and Browning",CHINA,ASIA,A,12.42,TRUE,2023-01-01,2024-01-01,FALSE
278,93,Burgess-Thompson,VIETNAM,ASIA,C,34.6,FALSE,2024-01-01,2024-12-31,FALSE
279,93,Buchanan LLC,SPAIN,EUROPE,B,63.51,FALSE,2024-12-31,9999-12-31,TRUE
280,94,"Shaw, Nelson and Martin",VIETNAM,ASIA,C,50.26,TRUE,2023-01-01,2024-01-01,FALSE
281,94,Coffey-Phillips,ETHIOPIA,AFRICA,C,72.06,FALSE,2024-01-01,2024-12-31,FALSE
282,94,Brock-Mcdonald,ITALY,EUROPE,D,2.84,TRUE,2024-12-31,9999-12-31,TRUE
283,95,Taylor and Sons,INDIA,ASIA,C,76.7,TRUE,2023-01-01,2024-01-01,FALSE
284,95,"Ramsey, Whitney and Coffey",INDIA,ASIA,C,28.97,FALSE,2024-01-01,2024-12-31,FALSE
285,95,"Diaz, Gibbs and Smith",CHINA,ASIA,C,29.74,TRUE,2024-12-31,9999-12-31,TRUE
286,96,"Martinez, Richardson and Curry",VIETNAM,ASIA,C,20.4,FALSE,2023-01-01,2024-01-01,FALSE
287,96,Richards-Carson,INDONESIA,ASIA,D,86.08,FALSE,2024-01-01,2024-12-31,FALSE
288,96,Rodriguez-Hall,VIETNAM,ASIA,C,31.91,TRUE,2024-12-31,9999-12-31,TRUE
289,97,Harvey PLC,INDONESIA,ASIA,B,29.02,TRUE,2023-01-01,2024-01-01,FALSE
290,97,Herman-Walker,INDIA,ASIA,D,15.97,TRUE,2024-01-01,2024-12-31,FALSE
291,97,Reid Group,INDIA,ASIA,D,49.83,FALSE,2024-12-31,9999-12-31,TRUE
292,98,"Turner, Ortiz and Taylor",CHINA,ASIA,A,94.52,FALSE,2023-01-01,2024-01-01,FALSE
293,98,Torres Group,MEXICO,AMERICA,B,5.05,TRUE,2024-01-01,2024-12-31,FALSE
294,98,Davis PLC,ITALY,EUROPE,C,53.67,FALSE,2024-12-31,9999-12-31,TRUE
295,99,Price LLC,CHINA,ASIA,D,76.39,TRUE,2023-01-01,2024-01-01,FALSE
296,99,"Avery, Horton and Fernandez",CHINA,ASIA,B,55.32,TRUE,2024-01-01,2024-12-31,FALSE
297,99,"Newton, Moore and Perry",CHINA,ASIA,B,98.91,FALSE,2024-12-31,9999-12-31,TRUE
298,100,Bass PLC,VIETNAM,ASIA,C,79.49,TRUE,2023-01-01,2024-01-01,FALSE
299,100,Crosby-Ramirez,ETHIOPIA,AFRICA,B,50.91,FALSE,2024-01-01,2024-12-31,FALSE
300,100,"Wood, Ramos and Sampson",VIETNAM,ASIA,B,47.37,TRUE,2024-12-31,9999-12-31,TRUE
301,101,Garcia-Jennings,INDIA,ASIA,B,61.31,TRUE,2023-01-01,2024-01-01,FALSE
302,101,"Winters, Newman and Brown",MEXICO,AMERICA,B,33.64,FALSE,2024-01-01,2024-12-31,FALSE
303,101,Lopez-Martinez,CHINA,ASIA,B,81.57,TRUE,2024-12-31,9999-12-31,TRUE
304,102,Davis-Lewis,INDIA,ASIA,C,79.68,FALSE,2023-01-01,2024-01-01,FALSE
305,102,"Harper, Smith and Buchanan",BRAZIL,AMERICA,C,96.71,FALSE,2024-01-01,2024-12-31,FALSE
306,102,Zhang PLC,PORTUGAL,EUROPE,C,58.35,TRUE,2024-12-31,9999-12-31,TRUE
307,103,Jones PLC,INDIA,ASIA,D,14.78,FALSE,2023-01-01,2024-01-01,FALSE
308,103,Willis and Sons,VIETNAM,ASIA,B,1.89,TRUE,2024-01-01,2024-12-31,FALSE
309,103,Schroeder-Kramer,VIETNAM,ASIA,C,77.5,FALSE,2024-12-31,9999-12-31,TRUE
310,104,"Smith, Garrison and Thomas",ITALY,EUROPE,A,13.81,TRUE,2023-01-01,2024-01-01,FALSE
311,104,Fernandez and Sons,INDONESIA,ASIA,C,31.38,TRUE,2024-01-01,2024-12-31,FALSE
312,104,Guerrero Inc,SPAIN,EUROPE,B,77.2,FALSE,2024-12-31,9999-12-31,TRUE
313,105,Smith and Sons,INDIA,ASIA,C,19.23,TRUE,2023-01-01,2024-01-01,FALSE
314,105,"Morris, Thompson and Williams",CHINA,ASIA,E,29.76,TRUE,2024-01-01,2024-12-31,FALSE
315,105,"Fisher, Wilson and Brown",VIETNAM,ASIA,B,34.88,FALSE,2024-12-31,9999-12-31,TRUE
316,106,Strickland-Palmer,PORTUGAL,EUROPE,B,67.66,TRUE,2023-01-01,2024-01-01,FALSE
317,106,Hayes and Sons,MEXICO,AMERICA,E,80.46,TRUE,2024-01-01,2024-12-31,FALSE
318,106,"Williams, Logan and Camacho",INDONESIA,ASIA,B,44.24,TRUE,2024-12-31,9999-12-31,TRUE
319,107,"Turner, Schneider and Johnson",CHINA,ASIA,C,93.3,FALSE,2023-01-01,2024-01-01,FALSE
320,107,Boone-Simmons,VIETNAM,ASIA,C,24.25,FALSE,2024-01-01,2024-12-31,FALSE
321,107,Henry Group,CHINA,ASIA,A,41.33,FALSE,2024-12-31,9999-12-31,TRUE
322,108,Lam LLC,VIETNAM,ASIA,A,55.04,FALSE,2023-01-01,2024-01-01,FALSE
323,108,"Hernandez, Martinez and Weber",CHINA,ASIA,D,47.74,TRUE,2024-01-01,2024-12-31,FALSE
324,108,"Kelley, Nguyen and Vang",ETHIOPIA,AFRICA,C,90.79,TRUE,2024-12-31,9999-12-31,TRUE
325,109,"Phillips, Wagner and Jordan",INDIA,ASIA,C,93.67,FALSE,2023-01-01,2024-01-01,FALSE
326,109,"Wilson, Pena and Rich",VIETNAM,ASIA,B,91.96,FALSE,2024-01-01,2024-12-31,FALSE
327,109,"Le, Lewis and Hayes",CHINA,ASIA,E,96.21,FALSE,2024-12-31,9999-12-31,TRUE
328,110,Gutierrez Group,ITALY,EUROPE,C,10.73,FALSE,2023-01-01,2024-01-01,FALSE
329,110,Perry-Davis,INDONESIA,ASIA,C,49.39,FALSE,2024-01-01,2024-12-31,FALSE
330,110,Edwards-Scott,ITALY,EUROPE,B,11.26,TRUE,2024-12-31,9999-12-31,TRUE
331,111,Mcdaniel Group,CHINA,ASIA,B,73.66,FALSE,2023-01-01,2024-01-01,FALSE
332,111,Davis Inc,CHINA,ASIA,B,85.61,FALSE,2024-01-01,2024-12-31,FALSE
333,111,Reynolds Ltd,ITALY,EUROPE,A,66.93,TRUE,2024-12-31,9999-12-31,TRUE
334,112,"Watson, Anderson and Brown",VIETNAM,ASIA,B,26.08,TRUE,2023-01-01,2024-01-01,FALSE
335,112,"Hoffman, Santiago and Jenkins",PORTUGAL,EUROPE,B,72.29,TRUE,2024-01-01,2024-12-31,FALSE
336,112,"Pugh, Henderson and Moon",INDIA,ASIA,A,11.82,TRUE,2024-12-31,9999-12-31,TRUE
337,113,Schmitt PLC,CHINA,ASIA,D,70.36,TRUE,2023-01-01,2024-01-01,FALSE
338,113,Bell-Lane,VIETNAM,ASIA,B,61.46,TRUE,2024-01-01,2024-12-31,FALSE
339,113,Moore Group,VIETNAM,ASIA,D,60.57,TRUE,2024-12-31,9999-12-31,TRUE
340,114,Boone LLC,CHINA,ASIA,C,66.41,TRUE,2023-01-01,2024-01-01,FALSE
341,114,"Richardson, Farmer and Andrews",INDONESIA,ASIA,D,8.19,TRUE,2024-01-01,2024-12-31,FALSE
342,114,Bruce-Villegas,BRAZIL,AMERICA,C,6.18,FALSE,2024-12-31,9999-12-31,TRUE
343,115,"Austin, Day and Johnson",CHINA,ASIA,B,32.81,FALSE,2023-01-01,2024-01-01,FALSE
344,115,"Gallegos, Adams and White",VIETNAM,ASIA,C,9.09,FALSE,2024-01-01,2024-12-31,FALSE
345,115,"Farmer, Dorsey and Bell",PORTUGAL,EUROPE,C,45.68,TRUE,2024-12-31,9999-12-31,TRUE
346,116,Kane PLC,CHINA,ASIA,C,39.59,FALSE,2023-01-01,2024-01-01,FALSE
347,116,"Morales, Thomas and Schultz",BRAZIL,AMERICA,A,34.45,TRUE,2024-01-01,2024-12-31,FALSE
348,116,Davis PLC,MEXICO,AMERICA,A,93.38,TRUE,2024-12-31,9999-12-31,TRUE
349,117,Bennett Group,CHINA,ASIA,D,97.83,FALSE,2023-01-01,2024-01-01,FALSE
350,117,Moore-Collins,CHINA,ASIA,C,86.96,FALSE,2024-01-01,2024-12-31,FALSE
351,117,Frank-Bradley,INDONESIA,ASIA,C,53.93,FALSE,2024-12-31,9999-12-31,TRUE
352,118,Ware and Sons,INDONESIA,ASIA,C,52.88,FALSE,2023-01-01,2024-01-01,FALSE
353,118,Webster Inc,INDONESIA,ASIA,A,29.84,FALSE,2024-01-01,2024-12-31,FALSE
354,118,"Miller, Ramos and Coleman",CHINA,ASIA,D,24.75,TRUE,2024-12-31,9999-12-31,TRUE
355,119,"Ramos, Nelson and Fischer",INDONESIA,ASIA,C,11.28,FALSE,2023-01-01,2024-01-01,FALSE
356,119,Reed Inc,CHINA,ASIA,D,1.56,TRUE,2024-01-01,2024-12-31,FALSE
357,119,Gregory-Watkins,VIETNAM,ASIA,C,70.33,TRUE,2024-12-31,9999-12-31,TRUE
358,120,"Estrada, Williams and Foster",BRAZIL,AMERICA,B,21.73,FALSE,2023-01-01,2024-01-01,FALSE
359,120,"Brown, Harris and Dougherty",VIETNAM,ASIA,B,81.58,FALSE,2024-01-01,2024-12-31,FALSE
360,120,Duran LLC,INDONESIA,ASIA,C,32.07,TRUE,2024-12-31,9999-12-31,TRUE
361,121,Wilson-Jimenez,VIETNAM,ASIA,B,30.05,TRUE,2023-01-01,2024-01-01,FALSE
362,121,Thompson-James,ETHIOPIA,AFRICA,E,62.6,TRUE,2024-01-01,2024-12-31,FALSE
363,121,"Hall, Hansen and Barnett",CHINA,ASIA,E,67.13,FALSE,2024-12-31,9999-12-31,TRUE
364,122,Jones-Hensley,INDONESIA,ASIA,B,37.65,FALSE,2023-01-01,2024-01-01,FALSE
365,122,Graham Group,CHINA,ASIA,B,70.76,FALSE,2024-01-01,2024-12-31,FALSE
366,122,Atkins PLC,SPAIN,EUROPE,E,55.73,TRUE,2024-12-31,9999-12-31,TRUE
367,123,Berry-Mckinney,INDONESIA,ASIA,C,92.22,FALSE,2023-01-01,2024-01-01,FALSE
368,123,Roberts-Sullivan,VIETNAM,ASIA,B,26.85,FALSE,2024-01-01,2024-12-31,FALSE
369,123,Jackson-Meza,INDIA,ASIA,B,76.17,FALSE,2024-12-31,9999-12-31,TRUE
370,124,Collier-Gillespie,CHINA,ASIA,D,33.3,FALSE,2023-01-01,2024-01-01,FALSE
371,124,Kim Inc,VIETNAM,ASIA,E,11.73,FALSE,2024-01-01,2024-12-31,FALSE
372,124,Graham Group,CHINA,ASIA,C,20.45,FALSE,2024-12-31,9999-12-31,TRUE
373,125,"Miller, Harrell and Reese",CHINA,ASIA,C,53.37,TRUE,2023-01-01,2024-01-01,FALSE
374,125,Cook and Sons,INDONESIA,ASIA,C,9.86,FALSE,2024-01-01,2024-12-31,FALSE
375,125,Dixon Inc,CHINA,ASIA,E,37.07,TRUE,2024-12-31,9999-12-31,TRUE
376,126,"Hicks, Bullock and Bailey",CHINA,ASIA,B,26.08,FALSE,2023-01-01,2024-01-01,FALSE
377,126,"Mullen, Brewer and Hernandez",INDIA,ASIA,B,32.99,TRUE,2024-01-01,2024-12-31,FALSE
378,126,Thomas and Sons,ITALY,EUROPE,C,68.48,TRUE,2024-12-31,9999-12-31,TRUE
379,127,Morrison Ltd,ITALY,EUROPE,C,49.06,TRUE,2023-01-01,2024-01-01,FALSE
380,127,Thompson Ltd,PORTUGAL,EUROPE,C,48.83,FALSE,2024-01-01,2024-12-31,FALSE
381,127,Marshall-Elliott,CHINA,ASIA,A,3.38,FALSE,2024-12-31,9999-12-31,TRUE
382,128,"Cole, Glass and Cunningham",ETHIOPIA,AFRICA,D,41.24,FALSE,2023-01-01,2024-01-01,FALSE
383,128,"Downs, Morris and Maddox",INDONESIA,ASIA,A,50.57,TRUE,2024-01-01,2024-12-31,FALSE
384,128,Hernandez-Jones,INDIA,ASIA,C,48.32,TRUE,2024-12-31,9999-12-31,TRUE
385,129,Welch-Hogan,VIETNAM,ASIA,A,52.94,TRUE,2023-01-01,2024-01-01,FALSE
386,129,"Brown, Romero and Collins",MEXICO,AMERICA,D,67.4,FALSE,2024-01-01,2024-12-31,FALSE
387,129,Johnson-Wood,SPAIN,EUROPE,B,14.89,TRUE,2024-12-31,9999-12-31,TRUE
388,130,Jones-Lin,CHINA,ASIA,B,39.69,TRUE,2023-01-01,2024-01-01,FALSE
389,130,Gilbert PLC,CHINA,ASIA,E,22.59,FALSE,2024-01-01,2024-12-31,FALSE
390,130,Ford-Spencer,ITALY,EUROPE,D,75.96,TRUE,2024-12-31,9999-12-31,TRUE
391,131,"Huang, Cole and Pacheco",INDONESIA,ASIA,A,0.95,TRUE,2023-01-01,2024-01-01,FALSE
392,131,"Lopez, Jacobs and Mason",CHINA,ASIA,D,56.59,FALSE,2024-01-01,2024-12-31,FALSE
393,131,Hayes LLC,VIETNAM,ASIA,A,21.14,FALSE,2024-12-31,9999-12-31,TRUE
394,132,"Miller, Lucas and Williams",ITALY,EUROPE,A,7.43,FALSE,2023-01-01,2024-01-01,FALSE
395,132,"Kim, Gonzales and Mills",SPAIN,EUROPE,A,92.88,TRUE,2024-01-01,2024-12-31,FALSE
396,132,Cox LLC,ETHIOPIA,AFRICA,D,71.27,TRUE,2024-12-31,9999-12-31,TRUE
397,133,Ortiz-Morgan,VIETNAM,ASIA,B,83.47,TRUE,2023-01-01,2024-01-01,FALSE
398,133,"Williams, Mccoy and Cook",SPAIN,EUROPE,D,14.0,FALSE,2024-01-01,2024-12-31,FALSE
399,133,Davis-Gregory,BRAZIL,AMERICA,E,5.37,TRUE,2024-12-31,9999-12-31,TRUE
400,134,King-York,ITALY,EUROPE,D,95.49,TRUE,2023-01-01,2024-01-01,FALSE
401,134,"Marks, Cook and Aguilar",PORTUGAL,EUROPE,B,99.26,TRUE,2024-01-01,2024-12-31,FALSE
402,134,Rangel LLC,INDONESIA,ASIA,C,67.97,FALSE,2024-12-31,9999-12-31,TRUE
403,135,"Hale, Myers and Larson",VIETNAM,ASIA,D,71.31,TRUE,2023-01-01,2024-01-01,FALSE
404,135,Collins Group,VIETNAM,ASIA,C,73.97,TRUE,2024-01-01,2024-12-31,FALSE
405,135,"Conner, Li and Santiago",VIETNAM,ASIA,B,35.99,TRUE,2024-12-31,9999-12-31,TRUE
406,136,"Osborn, Gaines and Davis",VIETNAM,ASIA,C,55.47,TRUE,2023-01-01,2024-01-01,FALSE
407,136,"Henderson, Cox and Cox",VIETNAM,ASIA,B,59.8,TRUE,2024-01-01,2024-12-31,FALSE
408,136,Bean LLC,INDONESIA,ASIA,C,8.47,FALSE,2024-12-31,9999-12-31,TRUE
409,137,Lee-Cooke,SPAIN,EUROPE,C,16.96,TRUE,2023-01-01,2024-01-01,FALSE
410,137,Jones Inc,VIETNAM,ASIA,C,6.33,TRUE,2024-01-01,2024-12-31,FALSE
411,137,"Wise, Conley and Stephenson",CHINA,ASIA,A,25.17,TRUE,2024-12-31,9999-12-31,TRUE
412,138,Stanley PLC,INDIA,ASIA,B,10.7,TRUE,2023-01-01,2024-01-01,FALSE
413,138,Harper and Sons,ETHIOPIA,AFRICA,C,80.41,TRUE,2024-01-01,2024-12-31,FALSE
414,138,White Ltd,INDONESIA,ASIA,D,97.42,TRUE,2024-12-31,9999-12-31,TRUE
415,139,"Lamb, Martin and Kim",INDONESIA,ASIA,B,31.42,FALSE,2023-01-01,2024-01-01,FALSE
416,139,Diaz-Ball,MEXICO,AMERICA,C,49.1,FALSE,2024-01-01,2024-12-31,FALSE
417,139,Bishop-Goodwin,INDONESIA,ASIA,D,39.29,TRUE,2024-12-31,9999-12-31,TRUE
418,140,Young-Allen,CHINA,ASIA,C,68.17,FALSE,2023-01-01,2024-01-01,FALSE
419,140,Mckee-Lee,ETHIOPIA,AFRICA,C,43.85,TRUE,2024-01-01,2024-12-31,FALSE
420,140,"Valentine, Joyce and Murray",BRAZIL,AMERICA,D,40.91,TRUE,2024-12-31,9999-12-31,TRUE
421,141,Strickland-Shaw,INDIA,ASIA,C,71.52,FALSE,2023-01-01,2024-01-01,FALSE
422,141,Burch-Montoya,VIETNAM,ASIA,C,40.08,FALSE,2024-01-01,2024-12-31,FALSE
423,141,"Taylor, Wright and Davidson",SPAIN,EUROPE,C,79.07,TRUE,2024-12-31,9999-12-31,TRUE
424,142,Spencer-Garcia,SPAIN,EUROPE,C,8.5,FALSE,2023-01-01,2024-01-01,FALSE
425,142,"Rosales, Mitchell and Hines",INDIA,ASIA,C,4.43,FALSE,2024-01-01,2024-12-31,FALSE
426,142,Cole-Palmer,INDIA,ASIA,D,96.57,TRUE,2024-12-31,9999-12-31,TRUE
427,143,Davis-Lozano,VIETNAM,ASIA,C,51.88,FALSE,2023-01-01,2024-01-01,FALSE
428,143,Wilkerson-Arias,INDIA,ASIA,C,77.23,FALSE,2024-01-01,2024-12-31,FALSE
429,143,Brown-Shaw,CHINA,ASIA,A,10.45,TRUE,2024-12-31,9999-12-31,TRUE
430,144,Hughes Inc,ETHIOPIA,AFRICA,E,14.17,TRUE,2023-01-01,2024-01-01,FALSE
431,144,Walker-Flores,CHINA,ASIA,C,47.62,TRUE,2024-01-01,2024-12-31,FALSE
432,144,Combs Ltd,BRAZIL,AMERICA,B,81.02,TRUE,2024-12-31,9999-12-31,TRUE
433,145,Moody-Taylor,ITALY,EUROPE,C,16.44,FALSE,2023-01-01,2024-01-01,FALSE
434,145,Lowery-Kennedy,INDONESIA,ASIA,B,55.98,FALSE,2024-01-01,2024-12-31,FALSE
435,145,Blake Group,INDONESIA,ASIA,B,64.05,TRUE,2024-12-31,9999-12-31,TRUE
436,146,Gilbert-Bullock,VIETNAM,ASIA,B,59.22,TRUE,2023-01-01,2024-01-01,FALSE
437,146,Scott and Sons,BRAZIL,AMERICA,D,80.87,TRUE,2024-01-01,2024-12-31,FALSE
438,146,"Bentley, Lynch and Henderson",VIETNAM,ASIA,B,32.6,TRUE,2024-12-31,9999-12-31,TRUE
439,147,Young-Martinez,INDONESIA,ASIA,C,63.91,FALSE,2023-01-01,2024-01-01,FALSE
440,147,Barnes PLC,INDIA,ASIA,B,84.55,FALSE,2024-01-01,2024-12-31,FALSE
441,147,Brown-Copeland,PORTUGAL,EUROPE,B,61.45,TRUE,2024-12-31,9999-12-31,TRUE
442,148,Carlson-Smith,VIETNAM,ASIA,B,18.3,FALSE,2023-01-01,2024-01-01,FALSE
443,148,"Andrews, Higgins and Carter",CHINA,ASIA,B,38.37,TRUE,2024-01-01,2024-12-31,FALSE
444,148,Mendez and Sons,INDIA,ASIA,C,99.99,FALSE,2024-12-31,9999-12-31,TRUE
445,149,"Butler, Beck and Miller",CHINA,ASIA,B,45.1,TRUE,2023-01-01,2024-01-01,FALSE
446,149,Jones-Fox,INDONESIA,ASIA,B,81.52,FALSE,2024-01-01,2024-12-31,FALSE
447,149,"Hartman, Romero and Smith",CHINA,ASIA,C,41.56,FALSE,2024-12-31,9999-12-31,TRUE
448,150,Williams-Hughes,CHINA,ASIA,A,76.11,TRUE,2023-01-01,2024-01-01,FALSE
449,150,King-Smith,INDONESIA,ASIA,B,45.73,FALSE,2024-01-01,2024-12-31,FALSE
450,150,Cooper Ltd,PORTUGAL,EUROPE,B,11.42,FALSE,2024-12-31,9999-12-31,TRUE
